auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/followers			
1142999306	3k_main_ceo_initial_data_character_historical_guo_si_ancillaries	3k_ironic_ancillary_follower_xiliang_commander	0
1272350336	3k_main_ceo_initial_data_character_historical_gongsun_du_ancillaries	3k_gsz_ancillary_follower_han_metal	0
1316621515	3k_main_ceo_initial_data_character_historical_fan_chou_ancillaries	3k_ironic_ancillary_follower_xiliang_commander	0
1450950733	3k_dlc05_ceo_initial_data_character_historical_li_jue_ancillaries	3k_ironic_ancillary_follower_xiliang_commander	0
1503890633	3k_main_ceo_initial_data_faction_sun_jian_stage1	3k_main_ancillary_follower_builder	0
1577244093	3k_main_ceo_initial_data_character_historical_gongsun_zan_ancillaries	3k_main_ancillary_follower_devious_attendant	0
1845839059	3k_main_ceo_initial_data_character_historical_zhang_ji_dong_ancillaries	3k_ironic_ancillary_follower_xiliang_commander	0
1945641624	3k_dlc05_ceo_initial_data_faction_sun_ce_stage1	3k_main_ancillary_follower_builder	0
468610054	3k_main_ceo_initial_data_character_zi_luan_ancillaries_01	3k_dlc07_ancillary_follower_northern_army_captain	0
519358012	3k_main_ceo_initial_data_faction_liu_bei_stage1	3k_main_ancillary_follower_merchant	0
777736245	3k_main_ceo_initial_data_faction_yuan_shu_stage1	3k_main_ancillary_follower_spy_master	0
948633275	3k_main_ceo_initial_data_faction_yuan_shao_stage1	3k_main_ancillary_follower_eavesdropper	0
967427881	3k_ytr_ceo_initial_data_faction_yellow_turban_generic_stage1	3k_main_ancillary_follower_scholar	0
967801073	3k_main_ceo_initial_data_faction_cao_cao_stage1	3k_main_ancillary_follower_herdsman	0
