auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/nanman			
1054842213	3k_dlc06_initial_data_stage_faction_nanman_jiaozhi_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_jiaozhi	0
1103902296	3k_dlc06_initial_data_stage_faction_nanman_king_wutugu_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_king_wutugu	0
1171375504	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_water_cunning_stalker	0
1451189269	3k_dlc06_initial_data_stage_faction_nanman_king_shamoke_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_king_shamoke	0
1519358211	3k_dlc06_initial_data_stage_faction_nanman_ahuinan_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_ahuinan	0
1533202722	3k_dlc06_initial_data_stage_faction_nanman_tu_an_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_tu_an	0
1534624896	3k_dlc06_initial_data_stage_faction_nanman_jianning_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_jianning	0
1568912461	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_earth_authority_tireless_soul	0
1637408678	3k_dlc06_initial_data_stage_faction_nanman_zangke_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_zangke	0
1678584900	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_metal_expertise_flurry	0
168697515	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_water_cunning_shaman_rites	0
1719509148	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_water_cunning_missile_chief	0
1760782622	3k_dlc06_initial_data_stage_faction_nanman_king_mulu_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_king_mulu	0
178741257	3k_dlc06_initial_data_stage_faction_nanman_xi_ni_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_xi_ni	0
1790516236	3k_dlc06_initial_data_stage_faction_nanman_jiangyang_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_jiangyang	0
1828908225	3k_dlc06_initial_data_stage_faction_nanman_mangyachang_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_mangyachang	0
1852395490	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_wood_resolve_role_model	0
1921951208	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_wood_resolve_marshal	0
1922243004	3k_dlc06_initial_data_stage_faction_nanman_king_duosi_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_king_duosi	0
1938579	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_wood_resolve_infantry_chief	0
1982800244	3k_dlc06_initial_data_stage_faction_nanman_yongchang_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_yongchang	0
2030537313	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_metal_expertise_cave_defender	0
289432827	3k_dlc06_initial_data_stage_faction_nanman_dongtuna_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_dongtuna	0
346157141	3k_dlc06_initial_data_stage_faction_nanman_jinhuansanjie_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_jinhuansanjie	0
537763387	3k_dlc06_initial_data_stage_faction_nanman_yunnan_stage1	3k_dlc06_ceo_factional_nanman_fealty_minor_yunnan	0
556528003	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_metal_expertise_tribal_hero	0
560352444	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_fire_instinct_prudence	0
658735588	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_earth_authority_cavalry_chief	0
660292220	3k_dlc06_initial_data_stage_faction_nanman_lady_zhurong_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_lady_zhurong	0
711779721	3k_dlc06_initial_data_stage_faction_nanman_king_meng_huo_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_king_meng_huo	0
818569734	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_fire_instinct_warmonger	0
840247208	3k_dlc06_initial_data_stage_faction_nanman_yang_feng_stage1	3k_dlc06_ceo_factional_nanman_fealty_major_yang_feng	0
898518128	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_earth_authority_hit_and_run	0
93707761	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default	3k_dlc06_ceo_character_nanman_skills_fire_instinct_butcher	0
