auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/liu_bei			
701000160	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_gongsun_zan_s1	0
701000161	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_gongsun_zan_s2	0
701000162	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_gongsun_zan_s3	0
701000163	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_gongsun_zan_s4	0
701000164	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_gongsun_zan_s5	0
701000165	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_kong_rong_s1	0
701000166	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_kong_rong_s2	0
701000167	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_kong_rong_s3	0
701000168	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_kong_rong_s4	0
701000169	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_kong_rong_s5	0
701000170	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_tao_qian_s1	0
701000171	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_tao_qian_s2	0
701000172	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_tao_qian_s3	0
701000173	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_tao_qian_s4	0
701000174	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_tao_qian_s5	0
701000175	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_biao_s1	0
701000176	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_biao_s2	0
701000177	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_biao_s3	0
701000178	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_biao_s4	0
701000179	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_biao_s5	0
701000180	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_yan_s1	0
701000181	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_yan_s2	0
701000182	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_yan_s3	0
701000183	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_yan_s4	0
701000184	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_liu_yan_s5	0
701000185	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_ma_teng_s1	0
701000186	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_ma_teng_s2	0
701000187	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_ma_teng_s3	0
701000188	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_ma_teng_s4	0
701000189	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_ma_teng_s5	0
701000190	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_sun_s1	0
701000191	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_sun_s2	0
701000192	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_sun_s3	0
701000193	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_sun_s4	0
701000194	3k_main_ceo_initial_data_faction_liu_bei_stage1	ironic_ceo_ptu_sun_s5	0
