auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/accessory			
1033785433	3k_main_ceo_initial_data_character_historical_tuoba_jiefan_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1068070275	3k_mtu_ceo_initial_data_character_historical_lady_cai_yan_ancillaries	3k_mtu_ancillary_accessory_poem_of_sorrow_and_anger	0
1091004015	3k_dlc06_initial_data_stage_character_ancillaries_historical_nanman_lady_zhurong	3k_dlc06_ancillary_accessory_flying_daggers	0
1101677884	3k_main_ceo_initial_data_faction_dong_zhuo_stage1	3k_main_ancillary_accessory_iron_archer	0
1107867658	3k_main_ceo_initial_data_character_historical_zhou_ang_ancillaries	3k_main_ancillary_weapon_composite_bow_exceptional	0
1152373694	3k_main_ceo_initial_data_character_historical_jueji_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1160895174	3k_main_ceo_initial_data_character_historical_wangdong_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
119354905	3k_main_ceo_initial_data_character_historical_qiulijiu_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1206191240	3k_main_ceo_initial_data_character_historical_yalu_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1216987369	3k_main_ceo_initial_data_character_historical_liu_bao_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1233638892	3k_main_ceo_initial_data_character_historical_gujin_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1238232824	3k_main_ceo_initial_data_character_historical_gan_ji_ancillaries	3k_ironic_ancillary_accessory_drunken_bottle	0
1261436252	3k_main_ceo_initial_data_character_historical_Mohuba_ancillaries	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	0
1264034365	3k_ytr_ceo_initial_data_stage_character_traits_historical_he_man	3k_main_ancillary_weapon_composite_bow_refined	0
1287055071	3k_main_ceo_initial_data_character_zi_luan_ancillaries_01	3k_mtu_ancillary_weapon_wind_of_north	0
129279863	3k_main_initial_data_stage_character_traits_historical_yan_baihu	3k_main_ancillary_weapon_composite_bow_refined	0
