auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/data__			
100012092	3k_main_ceo_initial_data_character_historical_ma_wan_ancillaries	3k_main_ancillary_mount_red_horse	0
10004926	3k_main_ceo_initial_data_faction_liu_bei_stage1	3k_main_ceo_liu_bei_unity_recruit_high_level_pang_tong	0
1001174735	3k_main_ceo_initial_data_character_historical_cai_zhong_ancillaries	3k_main_ancillary_weapon_hook_sickle_sabre_common	0
1001205380	3k_dlc04_ceo_initial_data_stage_character_traits_historical_wu_qiong_deyu	3k_main_ceo_trait_personality_dutiful	0
1001441388	3k_main_ceo_initial_data_character_historical_cao_hong_ancillaries	3k_main_ancillary_weapon_two_handed_spear_refined	0
1001449925	3k_main_ceo_initial_data_stage_character_traits_historical_hou_xuan	3k_main_ceo_career_historical_hou_xuan	0
1001573147	3k_main_ceo_initial_data_character_historical_huang_gai_ancillaries	3k_main_ancillary_weapon_hook_sickle_sabre_common	0
1001876987	3k_main_ceo_initial_data_stage_character_traits_historical_ruan_ji	3k_main_ceo_trait_personality_sincere	0
1001937161	3k_main_ceo_initial_data_stage_character_traits_historical_yang_bo	3k_main_ceo_trait_personality_superstitious	0
10021494	3k_main_ceo_initial_data_character_historical_wang_lei_unique_ancillaries	3k_main_ancillary_weapon_dual_swords_common	0
100223486	3k_main_ceo_initial_data_stage_character_traits_historical_liu_zhang	3k_main_ceo_career_historical_liu_zhang	0
1002778770	3k_main_ceo_initial_data_stage_character_traits_historical_ma_tie	3k_ironic_ceo_career_historical_ma_tie	0
1003138895	3k_main_ceo_initial_data_character_historical_wu_ju_ancillaries	3k_main_ancilliary_armour_wu_ju_armour_unique	0
1003249739	3k_main_ceo_initial_data_character_historical_liu_he_ancillaries	3k_main_ancilliary_armour_liu_he_armour_unique	0
1003770237	3k_main_ceo_initial_data_character_generic_water_ancillaries_01	3k_main_ancillary_armour_strategist_light_armour_water_common	0
1003820665	3k_main_ceo_initial_data_stage_character_traits_historical_han_tong	3k_main_ceo_career_historical_han_tong	0
1003854910	3k_main_ceo_initial_data_stage_character_traits_historical_lady_wu	3k_ytr_ceo_trait_personality_land_aspiring	0
100389	3k_main_ceo_initial_data_stage_character_traits_historical_bi_chen_ironic	3k_main_ceo_career_historical_bi_chen_ironic	0
1003950907	3k_main_ceo_initial_data_character_historical_lady_cai_ancillaries	3k_main_ancillary_weapon_sword_and_shield_common	0
1004033788	3k_main_ceo_initial_data_character_historical_lu_ji_ancillaries	3k_main_ancilliary_armour_lu_ji_armour_unique	0
