auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/traits			
1001205380	3k_dlc04_ceo_initial_data_stage_character_traits_historical_wu_qiong_deyu	3k_main_ceo_trait_personality_dutiful	0
1001876987	3k_main_ceo_initial_data_stage_character_traits_historical_ruan_ji	3k_main_ceo_trait_personality_sincere	0
1001937161	3k_main_ceo_initial_data_stage_character_traits_historical_yang_bo	3k_main_ceo_trait_personality_superstitious	0
1003854910	3k_main_ceo_initial_data_stage_character_traits_historical_lady_wu	3k_ytr_ceo_trait_personality_land_aspiring	0
100425	3k_main_ceo_initial_data_stage_character_traits_historical_ouyang_su_ironic	3k_main_ceo_trait_physical_drunk	0
1004445824	3k_mtu_ceo_initial_data_stage_character_traits_historical_lady_dong_bai	3k_main_ceo_trait_personality_greedy	0
1005152108	3k_mtu_ceo_initial_data_stage_character_traits_historical_gao_shun	3k_ytr_ceo_trait_personality_heaven_tranquil	0
1005669262	3k_main_ceo_initial_data_stage_character_traits_historical_yalu	3k_main_ceo_trait_physical_strong	0
1005688817	3k_main_ceo_initial_data_stage_character_traits_historical_yang_feng_nw	3k_ytr_ceo_trait_physical_feared	0
1006338094	3k_main_ceo_initial_data_stage_character_traits_historical_teng_dan	3k_main_ceo_trait_personality_patient	0
1006750914	3k_dlc04_ceo_initial_data_stage_character_traits_historical_cheng_qiu	3k_main_ceo_trait_personality_arrogant	0
1007889607	3k_main_ceo_initial_data_stage_character_traits_historical_hua_xiong	3k_main_ceo_trait_personality_vengeful	0
1008525100	3k_main_ceo_initial_data_stage_character_traits_historical_chen_ji	3k_main_ceo_trait_personality_modest	0
10092077	3k_main_ceo_initial_data_stage_character_traits_historical_song_shurou_title_ironic	3k_main_ceo_trait_personality_cautious	0
1010448427	3k_main_ceo_initial_data_stage_character_traits_historical_wang_fangyue	3k_ytr_ceo_trait_personality_benevolent	0
