auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/lu_bu			
106910389	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_guo_jia	0
110868549	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_zhang_liao	0
1181254741	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_sun_ce	0
1207082631	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_huang_gai	0
1238967392	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_he_yi	0
1251487652	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_liu_bei	0
1262347431	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_dian_wei	0
1330982410	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_diaochan	0
1343450690	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_zhang_fei	0
1369025550	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_yue_jin	0
1441011694	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_wu_huan	0
1476153538	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_sun_ren	0
1503234562	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_gongsun_du	0
1506129162	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_guo_si	0
1550759057	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_ding_yuan	0
1599849458	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_pang_tong	0
162165596	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_cao_cao	0
174812897	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_yuan_yao	0
1821822726	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_zhang_yan	0
1872098020	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_liu_pi	0
1963115426	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_yan_baihu	0
1974033982	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_zhuge_liang	0
2008815839	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_yuan_shao	0
2025838938	3k_dlc05_ceo_initial_data_faction_lu_bu_stage1	3k_dlc05_ceo_factional_warrior_defeated_sima_yi	0
