auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/titles			
1213471094	3k_main_initial_data_stage_character_traits_historical_shi_yi	3k_dlc05_ancillary_title_orator	0
1248519226	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_of_the_right	0
1281165523	3k_main_ceo_initial_data_character_historical_zhang_liao_ancillaries	3k_dlc05_ancillary_title_senior_officer	0
1292578646	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_steward_of_the_changle_palace	0
1305869164	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_earth_dragon	0
1393283157	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_protector_of_righteousness	0
1407247078	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_of_the_left	0
1493608680	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_who_supports_the_han	0
153954408	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_ox_horn_general	0
1586803649	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_who_pacifies_the_south	0
159759469	3k_main_ceo_initial_data_character_historical_wen_chou_ancillaries	3k_dlc05_ancillary_title_orator	0
160112998	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_yellow_dragon	0
1602089082	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_divine_physician	0
1628706226	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_coiled_dragon	0
1633753105	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_whom_expands_the_centre	0
1645041978	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_in_chief	0
1694421722	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_of_the_standard	0
1756989002	3k_dlc05_ceo_initial_data_stage_faction_titles_all	3k_dlc05_ancillary_title_general_of_flying_cavalry	0
