auto_id	initial_data_stage	active_ceo	starting_points_delta
#ceo_initial_data_active_ceos_tables;0;ceo_db/ceo_initial_data_active_ceos_tables/career			
1001449925	3k_main_ceo_initial_data_stage_character_traits_historical_hou_xuan	3k_main_ceo_career_historical_hou_xuan	0
100223486	3k_main_ceo_initial_data_stage_character_traits_historical_liu_zhang	3k_main_ceo_career_historical_liu_zhang	0
1002778770	3k_main_ceo_initial_data_stage_character_traits_historical_ma_tie	3k_ironic_ceo_career_historical_ma_tie	0
1003820665	3k_main_ceo_initial_data_stage_character_traits_historical_han_tong	3k_main_ceo_career_historical_han_tong	0
100389	3k_main_ceo_initial_data_stage_character_traits_historical_bi_chen_ironic	3k_main_ceo_career_historical_bi_chen_ironic	0
100785	3k_main_ceo_initial_data_stage_character_traits_historical_liu_yi_ironic	3k_main_ceo_career_historical_liu_yi_ironic	0
1008504994	3k_dlc04_ceo_initial_data_stage_character_traits_historical_lu_ji_gongji	3k_dlc04_ceo_career_historical_lu_ji_gongji	0
101316	3k_main_ceo_initial_data_stage_character_traits_historical_ling_cao_ironic	3k_main_ceo_career_historical_ling_cao_ironic	0
1013467462	3k_ytr_ceo_initial_data_stage_character_traits_generated_villager_metal	3k_ytr_ceo_career_land_farmer	0
1013499629	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_metal_01_f	3k_dlc06_ceo_career_generated_nanman_common_metal_01	0
1017665022	3k_main_ceo_initial_data_stage_character_traits_historical_zhang_yun	3k_main_ceo_career_historical_zhang_yun	0
101820728	3k_main_ceo_initial_data_stage_character_traits_historical_jia_long	3k_main_ceo_career_historical_jia_long	0
1022327812	3k_ytr_ceo_initial_data_stage_character_traits_generated_governor_metal	3k_ytr_ceo_career_land_builder	0
1023839294	ep_ceo_initial_data_stage_character_traits_historical_cao_huan	3k_main_ceo_career_generated_governor_earth	0
10276791	3k_main_ceo_initial_data_stage_character_traits_historical_wang_qian_title_ironic	3k_main_ceo_career_historical_wang_qian_title_ironic	0
1029953004	3k_main_ceo_initial_data_stage_character_traits_historical_liu_ye	3k_main_ceo_career_historical_liu_ye	0
1032363975	3k_main_ceo_initial_data_stage_character_traits_historical_supuyan	3k_main_ceo_career_historical_supuyan	0
1037998537	3k_dlc04_ceo_initial_data_stage_character_traits_historical_huangfu_song	3k_dlc04_ceo_career_historical_huangfu_song	0
1040234091	3k_main_ceo_initial_data_stage_character_traits_historical_xiahou_yuan	3k_main_ceo_career_historical_xiahou_yuan	0
1044127551	3k_dlc06_initial_data_stage_character_traits_generic_nanman_exceptional_water_f	3k_dlc06_ceo_career_generated_nanman_exceptional_water	0
1049513008	3k_main_ceo_initial_data_stage_character_traits_historical_wei_huang	3k_main_ceo_career_historical_wei_huang	0
105072	3k_main_ceo_initial_data_stage_character_traits_historical_xianbei_generic_headsman	3k_main_ceo_career_historical_xianbei_generic_headsman	0
1054727709	3k_ytr_ceo_initial_data_stage_character_traits_generated_governor_wood	3k_ytr_ceo_career_heaven_sorcerer	0
1057191932	3k_dlc04_ceo_initial_data_stage_character_traits_historical_xia_yun	3k_dlc04_ceo_career_historical_xia_yun	0
10619	3k_main_ceo_initial_data_stage_character_traits_historical_zhuge_ji_ironic	3k_main_ceo_career_historical_zhuge_ji_ironic	0
106317	3k_main_ceo_initial_data_stage_character_traits_historical_jin_qi	3k_main_ceo_career_historical_jin_qi	0
1074757007	3k_main_ceo_initial_data_stage_character_traits_historical_yang_hong	3k_main_ceo_career_historical_yang_hong	0
1075926326	3k_main_ceo_initial_data_stage_character_traits_historical_yang_biao	3k_main_ceo_career_historical_yang_biao	0
1080297301	3k_main_initial_data_stage_character_traits_historical_xu_zhao	3k_main_ceo_career_historical_xu_zhao	0
10827633	3k_main_ceo_initial_data_stage_character_traits_historical_wu_chen_unique	3k_main_ceo_career_historical_wu_chen_unique	0
1083168124	3k_dlc04_ceo_initial_data_stage_character_traits_historical_chen_deng_yuanlong	3k_dlc04_ceo_career_historical_chen_deng_yuanlong	0
1083413715	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_fire_01	3k_dlc06_ceo_career_generated_nanman_common_fire_01	0
1085727466	3k_main_ceo_initial_data_stage_character_traits_historical_liu_yan	3k_main_ceo_career_historical_liu_yan	0
108805	3k_main_ceo_initial_data_stage_character_traits_historical_bao_tao_ironic	3k_main_ceo_career_historical_bao_tao_ironic	0
1089710863	3k_dlc05_ceo_initial_data_stage_character_traits_historical_xu_shao	3k_dlc05_ceo_career_historical_xu_shao	0
1093631965	3k_main_ceo_initial_data_stage_character_traits_generated_villager_water	3k_main_ceo_career_generated_villager_water	0
1095821559	3k_dlc05_ceo_initial_data_stage_character_traits_historical_yuan_tan	3k_dlc05_ceo_career_historical_yuan_tan	0
1097724826	3k_dlc06_initial_data_stage_character_traits_generic_nanman_exceptional_wood_f	3k_dlc06_ceo_career_generated_nanman_exceptional_wood	0
1097930337	3k_main_ceo_initial_data_stage_character_traits_historical_li_su	3k_main_ceo_career_historical_li_su	0
109890	3k_main_ceo_initial_data_stage_character_traits_historical_chunyu_dan	3k_main_ceo_career_historical_chunyu_dan	0
1099194684	3k_main_ceo_initial_data_stage_character_traits_historical_chogo	3k_main_ceo_career_historical_chogo	0
1104365952	3k_dlc04_ceo_initial_data_stage_character_traits_historical_cao_song_jugao	3k_dlc04_ceo_career_historical_cao_song_jugao	0
