key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/liu_bei						
ironic_ceo_threshold_ptu_gongsun_zan_s1	ironic_ceo_ptu_gongsun_zan_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_gongsun_zan_s2	ironic_ceo_ptu_gongsun_zan_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_gongsun_zan_s3	ironic_ceo_ptu_gongsun_zan_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_gongsun_zan_s4	ironic_ceo_ptu_gongsun_zan_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_gongsun_zan_s5	ironic_ceo_ptu_gongsun_zan_s5	1	0	1	2	false
ironic_ceo_threshold_ptu_kong_rong_s1	ironic_ceo_ptu_kong_rong_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_kong_rong_s2	ironic_ceo_ptu_kong_rong_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_kong_rong_s3	ironic_ceo_ptu_kong_rong_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_kong_rong_s4	ironic_ceo_ptu_kong_rong_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_kong_rong_s5	ironic_ceo_ptu_kong_rong_s5	1	0	1	2	false
ironic_ceo_threshold_ptu_tao_qian_s1	ironic_ceo_ptu_tao_qian_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_tao_qian_s2	ironic_ceo_ptu_tao_qian_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_tao_qian_s3	ironic_ceo_ptu_tao_qian_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_tao_qian_s4	ironic_ceo_ptu_tao_qian_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_tao_qian_s5	ironic_ceo_ptu_tao_qian_s5	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_biao_s1	ironic_ceo_ptu_liu_biao_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_biao_s2	ironic_ceo_ptu_liu_biao_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_biao_s3	ironic_ceo_ptu_liu_biao_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_biao_s4	ironic_ceo_ptu_liu_biao_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_biao_s5	ironic_ceo_ptu_liu_biao_s5	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_yan_s1	ironic_ceo_ptu_liu_yan_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_yan_s2	ironic_ceo_ptu_liu_yan_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_yan_s3	ironic_ceo_ptu_liu_yan_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_yan_s4	ironic_ceo_ptu_liu_yan_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_liu_yan_s5	ironic_ceo_ptu_liu_yan_s5	1	0	1	2	false
ironic_ceo_threshold_ptu_ma_teng_s1	ironic_ceo_ptu_ma_teng_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_ma_teng_s2	ironic_ceo_ptu_ma_teng_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_ma_teng_s3	ironic_ceo_ptu_ma_teng_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_ma_teng_s4	ironic_ceo_ptu_ma_teng_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_ma_teng_s5	ironic_ceo_ptu_ma_teng_s5	1	0	1	2	false
ironic_ceo_threshold_ptu_sun_s1	ironic_ceo_ptu_sun_s1	1	0	1	2	false
ironic_ceo_threshold_ptu_sun_s2	ironic_ceo_ptu_sun_s2	1	0	1	2	false
ironic_ceo_threshold_ptu_sun_s3	ironic_ceo_ptu_sun_s3	1	0	1	2	false
ironic_ceo_threshold_ptu_sun_s4	ironic_ceo_ptu_sun_s4	1	0	1	2	false
ironic_ceo_threshold_ptu_sun_s5	ironic_ceo_ptu_sun_s5	1	0	1	2	false
