key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/lu_bu						
3k_dlc05_ceo_threshold_factional_warrior_defeated_cao_cao	3k_dlc05_ceo_factional_warrior_defeated_cao_cao	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_chen_gong	3k_dlc05_ceo_factional_warrior_defeated_chen_gong	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_dian_wei	3k_dlc05_ceo_factional_warrior_defeated_dian_wei	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_diaochan	3k_dlc05_ceo_factional_warrior_defeated_diaochan	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_ding_yuan	3k_dlc05_ceo_factional_warrior_defeated_ding_yuan	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_dong_zhuo	3k_dlc05_ceo_factional_warrior_defeated_dong_zhuo	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_gan_ning	3k_dlc05_ceo_factional_warrior_defeated_gan_ning	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_gao_shun	3k_dlc05_ceo_factional_warrior_defeated_gao_shun	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_gong_du	3k_dlc05_ceo_factional_warrior_defeated_gong_du	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_gongsun_zan	3k_dlc05_ceo_factional_warrior_defeated_gongsun_zan	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_guan_yu	3k_dlc05_ceo_factional_warrior_defeated_guan_yu	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_guo_jia	3k_dlc05_ceo_factional_warrior_defeated_guo_jia	1	0	1	1	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_guo_si	3k_dlc05_ceo_factional_warrior_defeated_guo_si	1	0	1	2	false
3k_dlc05_ceo_threshold_factional_warrior_defeated_han_sui	3k_dlc05_ceo_factional_warrior_defeated_han_sui	1	0	1	2	false
