key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/data__						
3k_dlc04_political_support_party01	3k_dlc04_political_support_party01	1	0	1	10	false
3k_dlc04_political_support_party02	3k_dlc04_political_support_party02	1	0	1	10	false
3k_dlc04_political_support_party03	3k_dlc04_political_support_party03	1	0	1	10	false
3k_dlc05_ceo_threshold_hidden_shared_expertise	3k_dlc05_ceo_hidden_shared_expertise	1	0	1	1	false
3k_dlc06_ceo_class_nanman	3k_dlc06_ceo_class_nanman	1	0	1	1	false
3k_dlc06_ceo_equipment_permissions_armour_nanman	3k_dlc06_ceo_equipment_permissions_armour_nanman	1	0	1	1	false
3k_dlc06_ceo_threshold_family_member_tag	3k_dlc06_ceo_family_member_tag	1	0	1	1	false
3k_dlc06_threshold_ceo_shi_xie_non_family_unsatisfied	3k_dlc06_ceo_shi_xie_non_family_unsatisfied	1	0	1	1	false
3k_ironic_wu_jing_ceo_family_member_tag	3k_ironic_wu_jing_ceo_family_member_tag	1	0	1	1	false
3k_ironic_wu_jing_ceo_non_family_member_tag	3k_ironic_wu_jing_ceo_non_family_member_tag	1	0	1	1	false
3k_main_ceo_equipment_permissions_armour_earth	3k_main_ceo_equipment_permissions_armour_earth	1	0	1	1	false
3k_main_ceo_equipment_permissions_armour_fire	3k_main_ceo_equipment_permissions_armour_fire	1	0	1	1	false
3k_main_ceo_equipment_permissions_armour_metal	3k_main_ceo_equipment_permissions_armour_metal	1	0	1	1	false
3k_main_ceo_equipment_permissions_armour_unique	3k_main_ceo_equipment_permissions_armour_unique	1	0	1	1	false
3k_main_ceo_equipment_permissions_armour_water	3k_main_ceo_equipment_permissions_armour_water	1	0	1	1	false
3k_main_ceo_equipment_permissions_armour_wood	3k_main_ceo_equipment_permissions_armour_wood	1	0	1	1	false
3k_main_ceo_equipment_permissions_weapons_all	3k_main_ceo_equipment_permissions_weapons_all	1	0	1	1	false
3k_main_ceo_equipment_permissions_weapons_earth	3k_main_ceo_equipment_permissions_weapons_earth	1	0	1	1	false
3k_main_ceo_equipment_permissions_weapons_fire	3k_main_ceo_equipment_permissions_weapons_fire	1	0	1	1	false
3k_main_ceo_equipment_permissions_weapons_metal	3k_main_ceo_equipment_permissions_weapons_metal	1	0	1	1	false
3k_main_ceo_equipment_permissions_weapons_water	3k_main_ceo_equipment_permissions_weapons_water	1	0	1	1	false
3k_main_ceo_equipment_permissions_weapons_wood	3k_main_ceo_equipment_permissions_weapons_wood	1	0	1	1	false
3k_main_ceo_theshold_gender_female	3k_main_ceo_gender_female	1	0	1	1	false
3k_main_ceo_theshold_gender_male	3k_main_ceo_gender_male	1	0	1	1	false
3k_main_ceo_thredhold_protagonist	3k_main_ceo_protagonist	1	0	1	1	false
3k_main_ceo_threshold_career_childhood_earth	3k_main_ceo_career_childhood_earth	1	0	1	1	false
3k_main_ceo_threshold_career_childhood_fire	3k_main_ceo_career_childhood_fire	1	0	1	1	false
3k_main_ceo_threshold_career_childhood_metal	3k_main_ceo_career_childhood_metal	1	0	1	1	false
3k_main_ceo_threshold_career_childhood_water	3k_main_ceo_career_childhood_water	1	0	1	1	false
3k_main_ceo_threshold_career_childhood_wood	3k_main_ceo_career_childhood_wood	1	0	1	1	false
3k_main_ceo_threshold_class_earth	3k_main_ceo_class_earth	1	0	1	1	false
3k_main_ceo_threshold_class_fire	3k_main_ceo_class_fire	1	0	1	1	false
3k_main_ceo_threshold_class_metal	3k_main_ceo_class_metal	1	0	1	1	false
3k_main_ceo_threshold_class_transitive	3k_main_ceo_class_transitive	1	0	1	1	false
3k_main_ceo_threshold_class_water	3k_main_ceo_class_water	1	0	1	1	false
3k_main_ceo_threshold_class_wood	3k_main_ceo_class_wood	1	0	1	1	false
3k_main_ceo_threshold_potential_legendary_early	3k_main_ceo_potential_legendary_early	1	0	1	3	false
3k_main_ceo_threshold_potential_legendary_late	3k_main_ceo_potential_legendary_late	1	0	1	1	false
3k_main_ceo_threshold_potential_legendary_middle	3k_main_ceo_potential_legendary_middle	1	0	1	1	false
3k_main_ceo_threshold_wealth	3k_main_ceo_wealth	1	0	1	10	false
3k_ytr_ceo_equipment_permissions_armour_metal	3k_ytr_ceo_equipment_permissions_armour_metal	1	0	1	1	false
3k_ytr_ceo_equipment_permissions_armour_water	3k_ytr_ceo_equipment_permissions_armour_water	1	0	1	1	false
3k_ytr_ceo_equipment_permissions_armour_wood	3k_ytr_ceo_equipment_permissions_armour_wood	1	0	1	1	false
3k_ytr_ceo_equipment_permissions_weapons_metal	3k_ytr_ceo_equipment_permissions_weapons_metal	1	0	1	1	false
3k_ytr_ceo_equipment_permissions_weapons_water	3k_ytr_ceo_equipment_permissions_weapons_water	1	0	1	1	false
3k_ytr_ceo_equipment_permissions_weapons_wood	3k_ytr_ceo_equipment_permissions_weapons_wood	1	0	1	1	false
3k_ytr_ceo_threshold_class_heaven	3k_ytr_ceo_class_heaven	1	0	1	1	false
3k_ytr_ceo_threshold_class_land	3k_ytr_ceo_class_land	1	0	1	1	false
3k_ytr_ceo_threshold_class_people	3k_ytr_ceo_class_people	1	0	1	1	false
3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_learning_student	1	0	1	400	false
3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_learning_teacher	1	0	1	9999	false
