key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/accessory						
3k_dlc04_ceo_threshold_ancillary_accessory_calligraphy_set_unique	3k_dlc04_ancillary_accessory_calligraphy_set_unique	1	0	1	1	false
3k_dlc04_ceo_threshold_ancillary_accessory_nushe_bifa_unique	3k_dlc04_ancillary_accessory_nushe_bifa_unique	1	0	1	1	false
3k_dlc04_ceo_threshold_ancillary_accessory_religious_bell_unique	3k_dlc04_ancillary_accessory_religious_bell_unique	1	0	1	1	false
3k_dlc04_ceo_threshold_ancillary_accessory_zhang_liang_unique	3k_dlc04_ancillary_accessory_zhang_liang_unique	1	0	1	1	false
3k_dlc04_ceo_threshold_ancillary_weapon_bow_huangfu_song_unique	3k_dlc04_ancillary_weapon_bow_huangfu_song_unique	1	0	1	1	false
3k_dlc04_ceo_threshold_ancillary_weapon_crossbow_prince_liu_chong_unique	3k_dlc04_ancillary_weapon_crossbow_prince_liu_chong_unique	1	0	1	1	false
3k_dlc06_ancillary_accessory_flying_daggers	3k_dlc06_ancillary_accessory_flying_daggers	1	0	1	1	false
3k_dlc06_ancillary_accessory_malaria_cure	3k_dlc06_ancillary_accessory_malaria_cure	1	0	1	1	false
3k_dlc06_ancillary_accessory_mulus_bell_unique	3k_dlc06_ancillary_accessory_mulus_bell_unique	1	0	1	1	false
3k_dlc06_threshold_ancillary_accessory_tribute_chest_diplomacy_extraordinary	3k_dlc06_ancillary_accessory_tribute_chest_diplomacy_extraordinary	1	0	20	20	false
3k_dlc06_threshold_ancillary_accessory_tribute_chest_diplomacy_simple	3k_dlc06_ancillary_accessory_tribute_chest_diplomacy_simple	1	0	20	20	false
3k_dlc06_threshold_ancillary_accessory_tribute_chest_personal_extraordinary	3k_dlc06_ancillary_accessory_tribute_chest_personal_extraordinary	1	0	20	20	false
3k_dlc06_threshold_ancillary_accessory_tribute_chest_personal_simple	3k_dlc06_ancillary_accessory_tribute_chest_personal_simple	1	0	20	20	false
3k_dlc06_threshold_ancillary_accessory_tribute_chest_regional_extraordinary	3k_dlc06_ancillary_accessory_tribute_chest_regional_extraordinary	1	0	20	20	false
3k_dlc06_threshold_ancillary_accessory_tribute_chest_regional_simple	3k_dlc06_ancillary_accessory_tribute_chest_regional_simple	1	0	20	20	false
3k_dlc06_threshold_ancillary_weapon_bow_king_shamoke_unique	3k_dlc06_ancillary_weapon_bow_king_shamoke_unique	1	0	1	1	false
3k_dlc07_threshold_ancillary_weapon_honour_manifested	3k_dlc07_ancillary_weapon_honour_manifested	1	0	1	1	false
3k_dlc07_threshold_ancillary_weapon_sequencer	3k_dlc07_ancillary_weapon_sequencer	1	0	1	1	false
3k_ironic_ancillary_accessory_commander_lu	3k_ironic_ancillary_accessory_commander_lu	1	0	1	1	false
3k_ironic_ancillary_accessory_daoist_manual	3k_ironic_ancillary_accessory_daoist_manual	1	0	1	1	false
3k_ironic_ancillary_accessory_drunken_bottle	3k_ironic_ancillary_accessory_drunken_bottle	1	0	1	1	false
3k_ironic_ancillary_accessory_scripture_of_rice_pecks	3k_ironic_ancillary_accessory_scripture_of_rice_pecks	1	0	1	1	false
3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	1	0	1	1	false
3k_main_ancillary_weapon_yue_jin_bow_unique	3k_main_ancillary_weapon_yue_jin_bow_unique	1	0	1	1	false
3k_main_threshold_ancillary_art_of_war	3k_main_ancillary_accessory_art_of_war	1	0	1	1	false
3k_main_threshold_ancillary_blade_of_seven_gems	3k_main_ancillary_accessory_blade_of_seven_gems	1	0	1	1	false
3k_main_threshold_ancillary_book_of_ceremonies	3k_main_ancillary_accessory_book_of_ceremonies	1	0	1	1	false
3k_main_threshold_ancillary_book_of_changes	3k_main_ancillary_accessory_book_of_changes	1	0	1	1	false
3k_main_threshold_ancillary_book_of_concealing_method	3k_main_ancillary_accessory_book_of_concealing_method	1	0	1	1	false
3k_main_threshold_ancillary_book_of_documents	3k_main_ancillary_accessory_book_of_documents	1	0	1	1	false
3k_main_threshold_ancillary_book_of_earth	3k_ytr_ancillary_accessory_book_of_earth	1	0	1	1	false
3k_main_threshold_ancillary_book_of_heaven	3k_ytr_ancillary_accessory_book_of_heaven	1	0	1	1	false
3k_main_threshold_ancillary_book_of_mountains_and_seas	3k_main_ancillary_accessory_book_of_mountains_and_seas	1	0	1	1	false
3k_main_threshold_ancillary_book_of_people	3k_ytr_ancillary_accessory_book_of_people	1	0	1	1	false
3k_main_threshold_ancillary_book_of_rites	3k_main_ancillary_accessory_book_of_rites	1	0	1	1	false
3k_main_threshold_ancillary_book_of_songs	3k_main_ancillary_accessory_book_of_songs	1	0	1	1	false
3k_main_threshold_ancillary_celestial_sphere	3k_main_ancillary_accessory_celestial_sphere	1	0	1	1	false
3k_main_threshold_ancillary_ceremonial_stone_axe	3k_main_ancillary_accessory_ceremonial_stone_axe	1	0	1	1	false
3k_main_threshold_ancillary_classic_of_filial_piety	3k_main_ancillary_accessory_classic_of_filial_piety	1	0	1	1	false
3k_main_threshold_ancillary_clay_axe	3k_main_ancillary_accessory_clay_axe	1	0	1	1	false
3k_main_threshold_ancillary_clay_cup	3k_main_ancillary_accessory_clay_cup	1	0	1	1	false
3k_main_threshold_ancillary_clay_dog	3k_main_ancillary_accessory_clay_dog	1	0	1	1	false
3k_main_threshold_ancillary_clay_fish	3k_main_ancillary_accessory_clay_fish	1	0	1	1	false
3k_main_threshold_ancillary_clay_ox	3k_main_ancillary_accessory_clay_ox	1	0	1	1	false
3k_main_threshold_ancillary_clay_pig	3k_main_ancillary_accessory_clay_pig	1	0	1	1	false
3k_main_threshold_ancillary_clay_rat	3k_main_ancillary_accessory_clay_rat	1	0	1	1	false
3k_main_threshold_ancillary_clay_warrior	3k_main_ancillary_accessory_clay_warrior	1	0	1	1	false
3k_main_threshold_ancillary_composite_bow_common	3k_main_ancillary_weapon_composite_bow_common	1	0	1	1	false
3k_main_threshold_ancillary_composite_bow_exceptional	3k_main_ancillary_weapon_composite_bow_exceptional	1	0	1	1	false
3k_main_threshold_ancillary_composite_bow_refined	3k_main_ancillary_weapon_composite_bow_refined	1	0	1	1	false
3k_main_threshold_ancillary_composite_bow_unique	3k_main_ancillary_weapon_composite_bow_unique	1	0	1	1	false
3k_main_threshold_ancillary_crane_feather_fan	3k_main_ancillary_accessory_crane_feather_fan	1	0	1	1	false
3k_main_threshold_ancillary_discourses_of_the_states	3k_main_ancillary_accessory_discourses_of_the_states	1	0	1	1	false
3k_main_threshold_ancillary_earthquake_watching_device	3k_main_ancillary_accessory_earthquake_watching_device	1	0	1	1	false
3k_main_threshold_ancillary_erya	3k_main_ancillary_accessory_erya	1	0	1	1	false
3k_main_threshold_ancillary_feather_fan	3k_main_ancillary_accessory_feather_fan	1	0	1	1	false
3k_main_threshold_ancillary_hua_tuos_manual	3k_main_ancillary_accessory_hua_tuos_manual	1	0	1	1	false
3k_main_threshold_ancillary_imperial_jade_seal	3k_main_ancillary_accessory_imperial_jade_seal	1	0	1	1	false
3k_main_threshold_ancillary_iron_archer	3k_main_ancillary_accessory_iron_archer	1	0	1	1	false
3k_main_threshold_ancillary_iron_sickle	3k_main_ancillary_accessory_iron_sickle	1	0	1	1	false
3k_main_threshold_ancillary_iron_snake	3k_main_ancillary_accessory_iron_snake	1	0	1	1	false
