key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/liu_yu						
3k_main_ceo_liu_yu_han_character_yan_rou	3k_main_ceo_liu_yu_han_character_yan_rou	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_agui	3k_main_ceo_liu_yu_tribal_character_agui	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_dou_mao	3k_main_ceo_liu_yu_tribal_character_dou_mao	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_fan_chou	3k_main_ceo_liu_yu_tribal_character_fan_chou	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_guo_si	3k_main_ceo_liu_yu_tribal_character_guo_si	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_han_sui	3k_main_ceo_liu_yu_tribal_character_han_sui	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_kuitou	3k_main_ceo_liu_yu_tribal_character_kuitou	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_li_jue	3k_main_ceo_liu_yu_tribal_character_li_jue	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_ma_chao	3k_main_ceo_liu_yu_tribal_character_ma_chao	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_ma_teng	3k_main_ceo_liu_yu_tribal_character_ma_teng	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_qiang_duan	3k_main_ceo_liu_yu_tribal_character_qiang_duan	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_qianman	3k_main_ceo_liu_yu_tribal_character_qianman	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_song_jian	3k_main_ceo_liu_yu_tribal_character_song_jian	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_tufa_pigu	3k_main_ceo_liu_yu_tribal_character_tufa_pigu	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_tuoba_jiefan	3k_main_ceo_liu_yu_tribal_character_tuoba_jiefan	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_tuoba_liwei	3k_main_ceo_liu_yu_tribal_character_tuoba_liwei	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_yang_qianwan	3k_main_ceo_liu_yu_tribal_character_yang_qianwan	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_character_zhang_ji	3k_main_ceo_liu_yu_tribal_character_zhang_ji	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_region_canluan	3k_main_ceo_liu_yu_tribal_region_canluan	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_region_daijun_horse	3k_main_ceo_liu_yu_tribal_region_daijun_horse	1	0	1	2	false
3k_main_ceo_liu_yu_tribal_region_guzang	3k_main_ceo_liu_yu_tribal_region_guzang	1	0	1	2	false
