key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/nanman						
3k_dlc06_ceo_character_nanman_skills_butcher	3k_dlc06_ceo_character_nanman_skills_fire_instinct_butcher	1	0	1	901	false
3k_dlc06_ceo_character_nanman_skills_cavalry_chief	3k_dlc06_ceo_character_nanman_skills_earth_authority_cavalry_chief	1	0	1	16	false
3k_dlc06_ceo_character_nanman_skills_cave_defender	3k_dlc06_ceo_character_nanman_skills_metal_expertise_cave_defender	1	0	1	11	false
3k_dlc06_ceo_character_nanman_skills_flurry	3k_dlc06_ceo_character_nanman_skills_metal_expertise_flurry	1	0	1	21	false
3k_dlc06_ceo_character_nanman_skills_hit_and_run	3k_dlc06_ceo_character_nanman_skills_earth_authority_hit_and_run	1	0	1	16	false
3k_dlc06_ceo_character_nanman_skills_infantry_chief	3k_dlc06_ceo_character_nanman_skills_wood_resolve_infantry_chief	1	0	1	31	false
3k_dlc06_ceo_character_nanman_skills_marshal	3k_dlc06_ceo_character_nanman_skills_wood_resolve_marshal	1	0	1	46	false
3k_dlc06_ceo_character_nanman_skills_missile_chief	3k_dlc06_ceo_character_nanman_skills_water_cunning_missile_chief	1	0	1	26	false
3k_dlc06_ceo_character_nanman_skills_prudence	3k_dlc06_ceo_character_nanman_skills_fire_instinct_prudence	1	0	1	6	false
3k_dlc06_ceo_character_nanman_skills_role_model	3k_dlc06_ceo_character_nanman_skills_wood_resolve_role_model	1	0	1	11	false
3k_dlc06_ceo_character_nanman_skills_shaman_rites	3k_dlc06_ceo_character_nanman_skills_water_cunning_shaman_rites	1	0	1	16	false
3k_dlc06_ceo_character_nanman_skills_stalker	3k_dlc06_ceo_character_nanman_skills_water_cunning_stalker	1	0	1	4	false
3k_dlc06_ceo_character_nanman_skills_tireless_soul	3k_dlc06_ceo_character_nanman_skills_earth_authority_tireless_soul	1	0	1	11	false
3k_dlc06_ceo_character_nanman_skills_tribal_hero	3k_dlc06_ceo_character_nanman_skills_metal_expertise_tribal_hero	1	0	1	16	false
3k_dlc06_ceo_character_nanman_skills_warmonger	3k_dlc06_ceo_character_nanman_skills_fire_instinct_warmonger	1	0	1	16	false
3k_dlc06_ceo_factional_nanman_fealty_ahuinan	3k_dlc06_ceo_factional_nanman_fealty_minor_ahuinan	1	0	1	1	false
