key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/liu_chong						
3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique	3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_locked	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_locked	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined	1	0	1	4	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_locked	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_locked	1	0	1	4	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_locked	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_locked	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_locked	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_locked	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_people_unique	3k_dlc04_ceo_factional_trophy_cabinet_people_unique	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_people_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_people_unique_locked	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_ranged_common	3k_dlc04_ceo_factional_trophy_cabinet_ranged_common	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_locked	3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined	3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_locked	3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique	3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_locked	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_locked	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined_locked	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_siege_common	3k_dlc04_ceo_factional_trophy_cabinet_siege_common	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_siege_common_locked	3k_dlc04_ceo_factional_trophy_cabinet_siege_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_siege_refined	3k_dlc04_ceo_factional_trophy_cabinet_siege_refined	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_siege_refined_locked	3k_dlc04_ceo_factional_trophy_cabinet_siege_refined_locked	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_siege_unique	3k_dlc04_ceo_factional_trophy_cabinet_siege_unique	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_siege_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_siege_unique_locked	1	0	1	6	false
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common_locked	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined_locked	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined_locked	1	0	1	16	false
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique	1	0	1	31	false
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique_locked	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique_locked	1	0	1	31	false
