key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/mounts						
3k_dlc04_threshold_ancillary_mount_liu_chong	3k_dlc04_ancillary_mount_liu_chong	1	0	1	1	false
3k_dlc06_threshold_ancillary_mount_elephant_common	3k_dlc06_ancillary_mount_elephant_common	1	0	1	1	false
3k_dlc06_threshold_ancillary_mount_elephant_exceptional	3k_dlc06_ancillary_mount_elephant_exceptional	1	0	1	1	false
3k_dlc06_threshold_ancillary_mount_elephant_refined	3k_dlc06_ancillary_mount_elephant_refined	1	0	1	1	false
3k_dlc06_threshold_ancillary_mount_elephant_unique	3k_dlc06_ancillary_mount_elephant_unique	1	0	1	1	false
3k_main_ancillary_mount_wuhuan_horse	3k_main_ancillary_mount_wuhuan_horse	1	0	1	1	false
3k_main_ancillary_mount_xianbei_horse	3k_main_ancillary_mount_xianbei_horse	1	0	1	1	false
3k_main_ancillary_mount_xiongnu_horse	3k_main_ancillary_mount_xiongnu_horse	1	0	1	1	false
3k_main_threshold_ancillary_black_elite	3k_main_ancillary_mount_black_elite	1	0	1	1	false
3k_main_threshold_ancillary_black_horse	3k_main_ancillary_mount_black_horse	1	0	1	1	false
3k_main_threshold_ancillary_black_stallion	3k_main_ancillary_mount_black_stallion	1	0	1	1	false
3k_main_threshold_ancillary_black_thoroughbred	3k_main_ancillary_mount_black_thoroughbred	1	0	1	1	false
3k_main_threshold_ancillary_brown_elite	3k_main_ancillary_mount_brown_elite	1	0	1	1	false
3k_main_threshold_ancillary_brown_horse	3k_main_ancillary_mount_brown_horse	1	0	1	1	false
3k_main_threshold_ancillary_brown_stallion	3k_main_ancillary_mount_brown_stallion	1	0	1	1	false
3k_main_threshold_ancillary_brown_thoroughbred	3k_main_ancillary_mount_brown_thoroughbred	1	0	1	1	false
3k_main_threshold_ancillary_dilu	3k_main_ancillary_mount_dilu	1	0	1	1	false
3k_main_threshold_ancillary_grey_elite	3k_main_ancillary_mount_grey_elite	1	0	1	1	false
3k_main_threshold_ancillary_grey_horse	3k_main_ancillary_mount_grey_horse	1	0	1	1	false
3k_main_threshold_ancillary_grey_stallion	3k_main_ancillary_mount_grey_stallion	1	0	1	1	false
3k_main_threshold_ancillary_grey_thoroughbred	3k_main_ancillary_mount_grey_thoroughbred	1	0	1	1	false
3k_main_threshold_ancillary_mount_heavenly_fire	3k_main_ancillary_mount_heavenly_fire	1	0	1	1	false
3k_main_threshold_ancillary_red_elite	3k_main_ancillary_mount_red_elite	1	0	1	1	false
3k_main_threshold_ancillary_red_hare	3k_main_ancillary_mount_red_hare	1	0	1	1	false
3k_main_threshold_ancillary_red_horse	3k_main_ancillary_mount_red_horse	1	0	1	1	false
3k_main_threshold_ancillary_red_stallion	3k_main_ancillary_mount_red_stallion	1	0	1	1	false
3k_main_threshold_ancillary_red_thoroughbred	3k_main_ancillary_mount_red_thoroughbred	1	0	1	1	false
3k_main_threshold_ancillary_shadow_runner	3k_main_ancillary_mount_shadow_runner	1	0	1	1	false
3k_main_threshold_ancillary_white_elite	3k_main_ancillary_mount_white_elite	1	0	1	1	false
3k_main_threshold_ancillary_white_horse	3k_main_ancillary_mount_white_horse	1	0	1	1	false
3k_main_threshold_ancillary_white_stallion	3k_main_ancillary_mount_white_stallion	1	0	1	1	false
3k_main_threshold_ancillary_white_thoroughbred	3k_main_ancillary_mount_white_thoroughbred	1	0	1	1	false
3k_main_threshold_ancillary_yellow_hoofed_thunder	3k_main_ancillary_mount_yellow_hoofed_thunder	1	0	1	1	false
3k_mtu_threshold_ancillary_mount_lady_trieus_elephant_unique	3k_mtu_ancillary_mount_lady_trieus_elephant_unique	1	0	1	1	false
3k_mtu_threshold_ancillary_mount_white_horse_unique	3k_mtu_ancillary_mount_white_horse_unique	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_black_elite	ep_dyn_ancillary_mount_black_elite	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_brown_elite	ep_dyn_ancillary_mount_brown_elite	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_grey_elite	ep_dyn_ancillary_mount_grey_elite	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_red_elite	ep_dyn_ancillary_mount_red_elite	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_red_hare	ep_dyn_ancillary_mount_red_hare	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_shadow_runner	ep_dyn_ancillary_mount_shadow_runner	1	0	1	1	false
ep_dyn_ceo_threshold_ancillary_mount_white_elite	ep_dyn_ancillary_mount_white_elite	1	0	1	1	false
ironic_threshold_ancillary_mount_tiger	ironic_ancillary_mount_tiger	1	0	1	1	false
