key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/weapons						
3k_dlc04_ceo_threshold_ancillary_weapon_staff_zhang_jue_unique	3k_dlc04_ancillary_weapon_staff_zhang_jue_unique	1	0	1	1	false
3k_dlc05_ceo_threshold_ancillary_weapon_white_tigers_claws_faction	3k_dlc05_ancillary_weapon_white_tigers_claws_faction	1	0	1	1	false
3k_dlc05_ceo_threshold_ancillary_white_tigers_claws	3k_dlc05_ancillary_weapon_white_tigers_claws	1	0	1	1	false
3k_dlc06_ancillary_weapon_axe_stone_common	3k_dlc06_ancillary_weapon_axe_stone_common	1	0	1	1	false
3k_dlc06_ancillary_weapon_burning_mace_unique	3k_dlc06_ancillary_weapon_burning_mace_unique	1	0	1	1	false
3k_dlc06_ancillary_weapon_machete_common	3k_dlc06_ancillary_weapon_machete_common	1	0	1	1	false
3k_dlc06_ancillary_weapon_mixed_flint_common	3k_dlc06_ancillary_weapon_mixed_flint_common	1	0	1	1	false
3k_dlc06_ceo_threshold_ancillary_weapon_2h_ball_mace_king_shamoke_unique	3k_dlc06_ancillary_weapon_2h_ball_mace_king_shamoke_unique	1	0	1	1	false
3k_dlc06_ceo_threshold_ancillary_weapon_two_handed_axe_king_wutugu_unique	3k_dlc06_ancillary_weapon_two_handed_axe_king_wutugu_unique	1	0	1	1	false
3k_dlc07_threshold_ancillary_weapon_defence_of_levity	3k_dlc07_ancillary_weapon_defence_of_levity	1	0	1	1	false
3k_dlc07_threshold_ancillary_weapon_emperor_xian_weapon_unique	3k_dlc07_ancillary_weapon_emperor_xian_weapon_unique	1	0	1	1	false
3k_dlc07_threshold_ancillary_weapon_fear_and_discipline	3k_dlc07_ancillary_weapon_fear_and_discipline	1	0	1	1	false
3k_dlc07_threshold_ancillary_weapon_the_rule	3k_dlc07_ancillary_weapon_the_rule	1	0	1	1	false
3k_ironic_ancillary_weapon_hua_xiong_glaive_unique	3k_ironic_ancillary_weapon_hua_xiong_glaive_unique	1	0	1	1	false
