key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/titles						
3k_dlc05_ancillary_title_attendant	3k_dlc05_ancillary_title_attendant	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_blood_dragon	3k_dlc05_ancillary_title_blood_dragon	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_chief_of_records	3k_dlc05_ancillary_title_chief_of_records	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_coiled_dragon	3k_dlc05_ancillary_title_coiled_dragon	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_director_of_astronomy	3k_dlc05_ancillary_title_director_of_astronomy	4	0	1	4	false
3k_dlc05_threshold_ancillary_title_director_of_retainers_who_scales_the_city_wall	3k_dlc05_ancillary_title_director_of_retainers_who_scales_the_city_wall	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_divine_mathematician	3k_dlc05_ancillary_title_divine_mathematician	6	0	1	6	false
3k_dlc05_threshold_ancillary_title_divine_physician	3k_dlc05_ancillary_title_divine_physician	6	0	1	6	false
3k_dlc05_threshold_ancillary_title_earth_dragon	3k_dlc05_ancillary_title_earth_dragon	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_flying_swallow_general	3k_dlc05_ancillary_title_flying_swallow_general	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_general_in_chief	3k_dlc05_ancillary_title_general_in_chief	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_general_of_a_hundred_victories	3k_dlc05_ancillary_title_general_of_a_hundred_victories	101	0	1	101	false
3k_dlc05_threshold_ancillary_title_general_of_chariots_and_cavalry	3k_dlc05_ancillary_title_general_of_chariots_and_cavalry	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_general_of_flying_cavalry	3k_dlc05_ancillary_title_general_of_flying_cavalry	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_general_of_heavenly_vision	3k_dlc05_ancillary_title_general_of_heavenly_vision	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_general_of_the_front	3k_dlc05_ancillary_title_general_of_the_front	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_general_of_the_guards	3k_dlc05_ancillary_title_general_of_the_guards	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_general_of_the_left	3k_dlc05_ancillary_title_general_of_the_left	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_general_of_the_right	3k_dlc05_ancillary_title_general_of_the_right	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_general_of_the_standard	3k_dlc05_ancillary_title_general_of_the_standard	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_general_who_brings_tranquillity_to_the_north	3k_dlc05_ancillary_title_general_who_brings_tranquillity_to_the_north	6	0	1	6	false
3k_dlc05_threshold_ancillary_title_general_who_calms_the_waves	3k_dlc05_ancillary_title_general_who_calms_the_waves	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_general_who_pacifies_the_south	3k_dlc05_ancillary_title_general_who_pacifies_the_south	6	0	1	6	false
3k_dlc05_threshold_ancillary_title_general_who_smashes_the_caitiffs	3k_dlc05_ancillary_title_general_who_smashes_the_caitiffs	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_general_who_stands_his_ground	3k_dlc05_ancillary_title_general_who_stands_his_ground	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_general_who_supports_the_han	3k_dlc05_ancillary_title_general_who_supports_the_han	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_general_whom_expands_the_centre	3k_dlc05_ancillary_title_general_whom_expands_the_centre	6	0	1	6	false
3k_dlc05_threshold_ancillary_title_gold_coin_spotted_leopard	3k_dlc05_ancillary_title_gold_spotted_leopard	15001	0	1	15001	false
3k_dlc05_threshold_ancillary_title_guardian_of_three_mountains	3k_dlc05_ancillary_title_guardian_of_three_mountains	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_iron_general	3k_dlc05_ancillary_title_iron_general	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_lord_of_thunder	3k_dlc05_ancillary_title_lord_of_thunder	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_master_of_the_hunt	3k_dlc05_ancillary_title_master_of_the_hunt	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_master_of_writing	3k_dlc05_ancillary_title_master_of_writing	2	0	1	11	false
3k_dlc05_threshold_ancillary_title_orator	3k_dlc05_ancillary_title_orator	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_ox_horn_general	3k_dlc05_ancillary_title_ox_horn_general	11	0	1	11	false
3k_dlc05_threshold_ancillary_title_pacifier_of_the_han	3k_dlc05_ancillary_title_pacifier_of_the_han	21	0	1	21	false
3k_dlc05_threshold_ancillary_title_patrol_commander	3k_dlc05_ancillary_title_patrol_commander	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_protector_of_righteousness	3k_dlc05_ancillary_title_protector_of_righteousness	16	0	1	16	false
3k_dlc05_threshold_ancillary_title_senior_officer	3k_dlc05_ancillary_title_senior_officer	2	0	2	2	false
3k_dlc05_threshold_ancillary_title_steward_of_the_changle_palace	3k_dlc05_ancillary_title_steward_of_the_changle_palace	2	0	1	2	false
3k_dlc05_threshold_ancillary_title_yellow_dragon	3k_dlc05_ancillary_title_yellow_dragon	6	0	1	6	false
