key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
#ceo_thresholds_tables;0;ceo_db/ceo_thresholds_tables/lu_zhi						
3k_dlc04_ceo_factional_great_library_authority_common	3k_dlc04_ceo_factional_great_library_authority_common	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_authority_common_locked	3k_dlc04_ceo_factional_great_library_authority_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_authority_exceptional	3k_dlc04_ceo_factional_great_library_authority_exceptional	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_authority_exceptional_locked	3k_dlc04_ceo_factional_great_library_authority_exceptional_locked	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_authority_refined	3k_dlc04_ceo_factional_great_library_authority_refined	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_authority_refined_locked	3k_dlc04_ceo_factional_great_library_authority_refined_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_authority_unique	3k_dlc04_ceo_factional_great_library_authority_unique	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_authority_unique_locked	3k_dlc04_ceo_factional_great_library_authority_unique_locked	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_cunning_common	3k_dlc04_ceo_factional_great_library_cunning_common	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_cunning_common_locked	3k_dlc04_ceo_factional_great_library_cunning_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_cunning_exceptional	3k_dlc04_ceo_factional_great_library_cunning_exceptional	1	0	1	3001	false
3k_dlc04_ceo_factional_great_library_cunning_exceptional_locked	3k_dlc04_ceo_factional_great_library_cunning_exceptional_locked	1	0	1	3001	false
3k_dlc04_ceo_factional_great_library_cunning_refined	3k_dlc04_ceo_factional_great_library_cunning_refined	1	0	1	6	false
3k_dlc04_ceo_factional_great_library_cunning_refined_locked	3k_dlc04_ceo_factional_great_library_cunning_refined_locked	1	0	1	6	false
3k_dlc04_ceo_factional_great_library_cunning_unique	3k_dlc04_ceo_factional_great_library_cunning_unique	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_cunning_unique_locked	3k_dlc04_ceo_factional_great_library_cunning_unique_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_expertise_common	3k_dlc04_ceo_factional_great_library_expertise_common	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_expertise_common_locked	3k_dlc04_ceo_factional_great_library_expertise_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_expertise_exceptional	3k_dlc04_ceo_factional_great_library_expertise_exceptional	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_expertise_exceptional_locked	3k_dlc04_ceo_factional_great_library_expertise_exceptional_locked	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_expertise_refined	3k_dlc04_ceo_factional_great_library_expertise_refined	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_expertise_refined_locked	3k_dlc04_ceo_factional_great_library_expertise_refined_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_expertise_unique	3k_dlc04_ceo_factional_great_library_expertise_unique	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_expertise_unique_locked	3k_dlc04_ceo_factional_great_library_expertise_unique_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_instinct_common	3k_dlc04_ceo_factional_great_library_instinct_common	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_instinct_common_locked	3k_dlc04_ceo_factional_great_library_instinct_common_locked	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_instinct_exceptional	3k_dlc04_ceo_factional_great_library_instinct_exceptional	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_instinct_exceptional_locked	3k_dlc04_ceo_factional_great_library_instinct_exceptional_locked	1	0	1	11	false
3k_dlc04_ceo_factional_great_library_instinct_refined	3k_dlc04_ceo_factional_great_library_instinct_refined	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_instinct_refined_locked	3k_dlc04_ceo_factional_great_library_instinct_refined_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_instinct_unique	3k_dlc04_ceo_factional_great_library_instinct_unique	1	0	1	31	false
3k_dlc04_ceo_factional_great_library_instinct_unique_locked	3k_dlc04_ceo_factional_great_library_instinct_unique_locked	1	0	1	31	false
3k_dlc04_ceo_factional_great_library_resolve_common	3k_dlc04_ceo_factional_great_library_resolve_common	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_resolve_common_locked	3k_dlc04_ceo_factional_great_library_resolve_common_locked	1	0	1	2	false
3k_dlc04_ceo_factional_great_library_resolve_exceptional	3k_dlc04_ceo_factional_great_library_resolve_exceptional	1	0	1	10000001	false
3k_dlc04_ceo_factional_great_library_resolve_exceptional_locked	3k_dlc04_ceo_factional_great_library_resolve_exceptional_locked	1	0	1	10000001	false
3k_dlc04_ceo_factional_great_library_resolve_refined	3k_dlc04_ceo_factional_great_library_resolve_refined	1	0	1	3	false
3k_dlc04_ceo_factional_great_library_resolve_refined_locked	3k_dlc04_ceo_factional_great_library_resolve_refined_locked	1	0	1	3	false
3k_dlc04_ceo_factional_great_library_resolve_unique	3k_dlc04_ceo_factional_great_library_resolve_unique	1	0	1	6	false
3k_dlc04_ceo_factional_great_library_resolve_unique_locked	3k_dlc04_ceo_factional_great_library_resolve_unique_locked	1	0	1	6	false
