key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/huangclanresource						
ironic_supervision_factor	ironic_supervision_factor	2147483647	-2147483647	ironic_supervision	true	true
ironic_supervision_victory	ironic_supervision_victory	2147483647	-2147483647	ironic_supervision	true	false
ironic_supervision_defeat	ironic_supervision_defeat	2147483647	-2147483647	ironic_supervision	true	false
ironic_supervision_decay	ironic_supervision_decay	2147483647	-2147483647	ironic_supervision	true	true
ironic_supervision_at_war	ironic_supervision_at_war	2147483647	-2147483647	ironic_supervision	true	false
ironic_supervision_post_battle_options	ironic_supervision_post_battle_options	2147483647	-2147483647	ironic_supervision	true	false
ironic_supervision_assignments	ironic_supervision_assignments	2147483647	-2147483647	ironic_supervision	true	false
ironic_supervision_armies	ironic_supervision_armies	2147483647	-2147483647	ironic_supervision	true	true
ironic_huang_clan_supervision_governors	ironic_huang_clan_supervision_governors	2147483647	-2147483647	ironic_supervision	true	true
ironic_huang_clan_diplomatic_treaties	ironic_huang_clan_diplomatic_treaties	2147483647	-2147483647	ironic_supervision	true	true
