key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/gongsundukorearelation						
ironic_liaodong_korea_relations_factor	ironic_liaodong_korea_relations_factor	2147483647	-2147483647	ironic_liaodong_korea_relations	true	true
ironic_liaodong_korea_relations_victory	ironic_liaodong_korea_relations_victory	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_defeat	ironic_liaodong_korea_relations_defeat	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_decay	ironic_liaodong_korea_relations_decay	2147483647	-2147483647	ironic_liaodong_korea_relations	true	true
ironic_liaodong_korea_relations_at_war	ironic_liaodong_korea_relations_at_war	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_post_battle_options	ironic_liaodong_korea_relations_post_battle_options	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_assignments	ironic_liaodong_korea_relations_assignments	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_casualities	ironic_liaodong_korea_relations_casualities	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_characters	ironic_liaodong_korea_relations_characters	2147483647	-2147483647	ironic_liaodong_korea_relations	true	true
ironic_liaodong_korea_relations_victory_han	ironic_liaodong_korea_relations_victory_han	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_defeat_han	ironic_liaodong_korea_relations_defeat_han	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_victory_non_culture	ironic_liaodong_korea_relations_victory_non_culture	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_defeat_non_culture	ironic_liaodong_korea_relations_defeat_non_culture	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_affect_positive_han	ironic_liaodong_korea_relations_affect_positive_han	2147483647	-2147483647	ironic_liaodong_han_relations	true	false
ironic_liaodong_korea_relations_affect_negative_han	ironic_liaodong_korea_relations_affect_negative_han	2147483647	-2147483647	ironic_liaodong_han_relations	true	false
ironic_liaodong_korea_relations_buildings	ironic_liaodong_korea_relations_buildings	2147483647	-2147483647	ironic_liaodong_korea_relations	true	false
ironic_liaodong_korea_relations_victory_same_culture	ironic_liaodong_korea_relations_victory_same_culture	2147483647	-2147483647	ironic_liaodong_han_relations	true	true
ironic_liaodong_korea_relations_defeat_same_culture	ironic_liaodong_korea_relations_defeat_same_culture	2147483647	-2147483647	ironic_liaodong_han_relations	true	true
