key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/guv_yellow_turban_190_resource						
3k_pooled_factor_junction_embers_quest_reward	3k_pooled_factor_embers	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers	3k_pooled_factor_embers	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_from_presence	3k_pooled_factor_embers_from_presence	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_support	3k_pooled_factor_embers_support	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_decrease_from_decay	3k_pooled_factor_embers_decay	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_win	3k_pooled_factor_embers_casualties	2147483647	-2147483647	3k_embers_pooled_resource	true	false
3k_pooled_factor_junction_embers_casualties	3k_pooled_factor_embers_casualties	2147483647	-2147483647	3k_embers_pooled_resource	true	false
3k_pooled_factor_junction_embers_he_yi_population	3k_pooled_factor_embers_he_yi	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_he_yi_occupy_aid	3k_pooled_factor_embers_he_yi_aid_wounded	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_huang_shao_technologies	3k_pooled_factor_embers_from_technologies	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_gong_du_raiding	3k_pooled_factor_embers_from_raiding	2147483647	-2147483647	3k_embers_pooled_resource	true	true
3k_pooled_factor_junction_embers_losses	3k_pooled_factor_embers_losses	2147483647	-2147483647	3k_embers_pooled_resource	true	false
3k_pooled_factor_junction_embers_bad_casualties	3k_pooled_factor_embers_losses	2147483647	-2147483647	3k_embers_pooled_resource	true	false
3k_pooled_factor_junction_embers_gong_du_caches	3k_pooled_factor_embers_caches	2147483647	-2147483647	3k_embers_pooled_resource	true	true
