key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/jurisdictionresource						
ironic_governor_jurisdiction_factor	ironic_governor_jurisdiction_factor	2147483647	-2147483647	ironic_governor_jurisdiction	true	true
ironic_governor_jurisdiction_victory	ironic_governor_jurisdiction_victory	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
ironic_governor_jurisdiction_defeat	ironic_governor_jurisdiction_defeat	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
ironic_governor_jurisdiction_decay	ironic_governor_jurisdiction_decay	2147483647	-2147483647	ironic_governor_jurisdiction	true	true
ironic_governor_jurisdiction_army	ironic_governor_jurisdiction_army	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
ironic_governor_jurisdiction_post_battle_options	ironic_governor_jurisdiction_post_battle_options	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
ironic_governor_jurisdiction_governor	ironic_governor_jurisdiction_governor	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
ironic_governor_jurisdiction_garrisoned	ironic_governor_jurisdiction_garrisoned	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
ironic_governor_jurisdiction_vassalized	ironic_governor_jurisdiction_vassalized	2147483647	-2147483647	ironic_governor_jurisdiction	true	false
