key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/sheng_xianresource						
ironic_inner_circle_factor	ironic_inner_circle_factor	2147483647	-2147483647	ironic_inner_circle	true	true
ironic_inner_circle_victory	ironic_inner_circle_victory	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_defeat	ironic_inner_circle_defeat	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_decay	ironic_inner_circle_decay	2147483647	-2147483647	ironic_inner_circle	true	true
ironic_inner_circle_at_war	ironic_inner_circle_at_war	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_post_battle_options	ironic_inner_circle_post_battle_options	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_assignments	ironic_inner_circle_assignments	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_recruitment	ironic_inner_circle_recruitment	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_relationships	ironic_inner_circle_relationships	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_characters	ironic_inner_circle_characters	2147483647	-2147483647	ironic_inner_circle	true	false
ironic_inner_circle_buildings	ironic_inner_circle_buildings	2147483647	-2147483647	ironic_inner_circle	true	false
