key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/xiongnuresource						
ironic_xiongnu_tribute_base	ironic_xiongnu_tribute_base	2147483647	-2147483647	ironic_xiongnu_tribute	true	true
ironic_xiongnu_tribute_decay	ironic_xiongnu_tribute_decay	2147483647	-2147483647	ironic_xiongnu_tribute	true	true
ironic_xiongnu_tribute_victory	ironic_xiongnu_tribute_victory	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
ironic_xiongnu_tribute_default	ironic_xiongnu_tribute_default	2147483647	-2147483647	ironic_xiongnu_tribute	true	true
ironic_xiongnu_tribute_diplomacy	ironic_xiongnu_tribute_diplomacy	2147483647	-2147483647	ironic_xiongnu_tribute	true	true
ironic_xiongnu_tribute_stance	ironic_xiongnu_tribute_stance	2147483647	-2147483647	ironic_xiongnu_tribute	true	true
ironic_xiongnu_tribute_building	ironic_xiongnu_tribute_building	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
ironic_xiongnu_resource_loot	ironic_xiongnu_resource_loot	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
ironic_xiongnu_resource_sack	ironic_xiongnu_resource_sack	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
ironic_xiongnu_resource_occupy	ironic_xiongnu_resource_occupy	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
ironic_xiongnu_resource_gift	ironic_xiongnu_resource_gift	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
ironic_xiongnu_resource_raze	ironic_xiongnu_resource_raze	2147483647	-2147483647	ironic_xiongnu_tribute	true	false
