key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/zhangchaoresource						
ironic_Calligraphy_factor	ironic_Calligraphy_factor	2147483647	-2147483647	ironic_Calligraphy	true	true
ironic_Calligraphy_victory	ironic_Calligraphy_victory	2147483647	-2147483647	ironic_Calligraphy	true	false
ironic_Calligraphy_defeat	ironic_Calligraphy_defeat	2147483647	-2147483647	ironic_Calligraphy	true	false
ironic_Calligraphy_decay	ironic_Calligraphy_decay	2147483647	-2147483647	ironic_Calligraphy	true	true
ironic_Calligraphy_at_war	ironic_Calligraphy_at_war	2147483647	-2147483647	ironic_Calligraphy	true	false
ironic_Calligraphy_post_battle_options	ironic_Calligraphy_post_battle_options	2147483647	-2147483647	ironic_Calligraphy	true	false
ironic_Calligraphy_assignments	ironic_Calligraphy_assignments	2147483647	-2147483647	ironic_Calligraphy	true	false
ironic_Calligraphy_casualities	ironic_Calligraphy_casualities	2147483647	-2147483647	ironic_Calligraphy	true	false
ironic_Calligraphy_characters	ironic_Calligraphy_characters	2147483647	-2147483647	ironic_Calligraphy	true	true
ironic_Calligraphy_experience	ironic_Calligraphy_experience	2147483647	-2147483647	ironic_Calligraphy	true	true
ironic_Calligraphy_buildings	ironic_Calligraphy_buildings	2147483647	-2147483647	ironic_Calligraphy	true	true
