key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/wu_jingresource						
ironic_family_persistence_factor	ironic_family_persistence_factor	2147483647	-2147483647	ironic_family_persistence	true	true
ironic_family_persistence_victory	ironic_family_persistence_victory	2147483647	-2147483647	ironic_family_persistence	true	false
ironic_family_persistence_defeat	ironic_family_persistence_defeat	2147483647	-2147483647	ironic_family_persistence	true	false
ironic_family_persistence_decay	ironic_family_persistence_decay	2147483647	-2147483647	ironic_family_persistence	true	true
ironic_family_persistence_at_war	ironic_family_persistence_at_war	2147483647	-2147483647	ironic_family_persistence	true	false
ironic_family_persistence_post_battle_options	ironic_family_persistence_post_battle_options	2147483647	-2147483647	ironic_family_persistence	true	false
ironic_family_persistence_assignments	ironic_family_persistence_assignments	2147483647	-2147483647	ironic_family_persistence	true	false
ironic_family_persistence_characters	ironic_family_persistence_characters_family	2147483647	-2147483647	ironic_family_persistence	true	true
ironic_family_persistence_casualities	ironic_family_persistence_casualities	2147483647	-2147483647	ironic_family_persistence	true	false
