key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/you_turesource						
ironic_enforcement_factor	ironic_enforcement_factor	2147483647	-2147483647	ironic_enforcement	true	true
ironic_enforcement_victory	ironic_enforcement_victory	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_defeat	ironic_enforcement_defeat	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_decay	ironic_enforcement_decay	2147483647	-2147483647	ironic_enforcement	true	true
ironic_enforcement_at_war	ironic_enforcement_at_war	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_post_battle_options	ironic_enforcement_post_battle_options	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_assignments	ironic_enforcement_assignments	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_purchases	ironic_enforcement_purchases	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_duel_won	ironic_enforcement_duel_won	2147483647	-2147483647	ironic_enforcement	true	false
ironic_enforcement_duel_lost	ironic_enforcement_duel_lost	2147483647	-2147483647	ironic_enforcement	true	false
