key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/zhu_haoresource						
ironic_unit_upgrades_factor	ironic_unit_upgrades_factor	2147483647	-2147483647	ironic_unit_upgrades	true	true
ironic_unit_upgrades_victory	ironic_unit_upgrades_victory	2147483647	-2147483647	ironic_unit_upgrades	true	false
ironic_unit_upgrades_defeat	ironic_unit_upgrades_defeat	2147483647	-2147483647	ironic_unit_upgrades	true	false
ironic_unit_upgrades_decay	ironic_unit_upgrades_decay	2147483647	-2147483647	ironic_unit_upgrades	true	true
ironic_unit_upgrades_at_war	ironic_unit_upgrades_at_war	2147483647	-2147483647	ironic_unit_upgrades	true	false
ironic_unit_upgrades_post_battle_options	ironic_unit_upgrades_post_battle_options	2147483647	-2147483647	ironic_unit_upgrades	true	false
ironic_unit_upgrades_assignments	ironic_unit_upgrades_assignments	2147483647	-2147483647	ironic_unit_upgrades	true	false
ironic_unit_upgrades_purchases	ironic_unit_upgrades_purchases	2147483647	-2147483647	ironic_unit_upgrades	true	false
ironic_unit_upgrades_missions	ironic_unit_upgrades_missions	2147483647	-2147483647	ironic_unit_upgrades	true	false
