key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/ironic_liu_pan_raider						
ironic_liu_pan_ferocity_factor	ironic_liu_pan_ferocity_factor	2147483647	-2147483647	ironic_liu_pan_ferocity	true	true
ironic_liu_pan_ferocity_victory	ironic_liu_pan_ferocity_victory	2147483647	-2147483647	ironic_liu_pan_ferocity	true	false
ironic_liu_pan_ferocity_defeat	ironic_liu_pan_ferocity_defeat	2147483647	-2147483647	ironic_liu_pan_ferocity	true	false
ironic_liu_pan_ferocity_sacking	ironic_liu_pan_ferocity_sacking	2147483647	-2147483647	ironic_liu_pan_ferocity	true	false
ironic_liu_pan_ferocity_captives	ironic_liu_pan_ferocity_captives	2147483647	-2147483647	ironic_liu_pan_ferocity	true	false
ironic_liu_pan_ferocity_decay	ironic_liu_pan_ferocity_decay	2147483647	-2147483647	ironic_liu_pan_ferocity	true	true
ironic_liu_pan_ferocity_raiding	ironic_liu_pan_ferocity_raiding	2147483647	-2147483647	ironic_liu_pan_ferocity	true	true
ironic_liu_pan_uncle_favour_factor	ironic_liu_pan_uncle_favour_factor	2147483647	-2147483647	ironic_liu_pan_uncle_favour	true	true
ironic_liu_pan_uncle_favour_vassal	ironic_liu_pan_uncle_favour_vassal	2147483647	-2147483647	ironic_liu_pan_uncle_favour	true	true
ironic_liu_pan_uncle_favour_war_service	ironic_liu_pan_uncle_favour_war_service	2147483647	-2147483647	ironic_liu_pan_uncle_favour	true	false
ironic_liu_pan_uncle_favour_sacking	ironic_liu_pan_uncle_favour_sacking	2147483647	-2147483647	ironic_liu_pan_uncle_favour	true	false
ironic_liu_pan_uncle_favour_ferocity_drain	ironic_liu_pan_uncle_favour_ferocity_drain	2147483647	-2147483647	ironic_liu_pan_uncle_favour	true	true
ironic_liu_pan_uncle_favour_independence	ironic_liu_pan_uncle_favour_independence	2147483647	-2147483647	ironic_liu_pan_uncle_favour	true	true
