key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/huangzuresource						
ironic_huang_zu_prime_ambush_factor	ironic_huang_zu_prime_ambush_factor	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	true
ironic_huang_zu_prime_ambush_victor	ironic_huang_zu_prime_ambush_victor	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	false
ironic_huang_zu_prime_ambush_defeat	ironic_huang_zu_prime_ambush_defeat	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	false
ironic_huang_zu_prime_ambush_position	ironic_huang_zu_prime_ambush_position	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	true
ironic_huang_zu_prime_ambush_decay	ironic_huang_zu_prime_ambush_decay	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	true
ironic_huang_zu_prime_ambush_population	ironic_huang_zu_prime_ambush_population	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	true
ironic_huang_zu_prime_ambush_execution	ironic_huang_zu_prime_ambush_execution	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	false
ironic_huang_zu_prime_ambush_vassal_master	ironic_huang_zu_prime_ambush_vassal_master	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	true
ironic_huang_zu_prime_ambush_stance	ironic_huang_zu_prime_ambush_stance	2147483647	-2147483647	ironic_huang_zu_prime_ambush	true	true
