key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/liuyuresource						
ironic_han_liu_yu_peace_factor	ironic_han_liu_yu_peace_factor	2147483647	-2147483647	ironic_han_liu_yu_peace	true	true
ironic_han_liu_yu_peace_victory	ironic_han_liu_yu_peace_victory	2147483647	-2147483647	ironic_han_liu_yu_peace	true	false
ironic_han_liu_yu_peace_defeat	ironic_han_liu_yu_peace_defeat	2147483647	-2147483647	ironic_han_liu_yu_peace	true	false
ironic_han_liu_yu_peace_decay	ironic_han_liu_yu_peace_decay	2147483647	-2147483647	ironic_han_liu_yu_peace	true	true
ironic_han_liu_yu_peace_at_war	ironic_han_liu_yu_peace_at_war	2147483647	-2147483647	ironic_han_liu_yu_peace	true	false
ironic_han_liu_yu_peace_post_battle_options	ironic_han_liu_yu_peace_post_battle_options	2147483647	-2147483647	ironic_han_liu_yu_peace	true	false
ironic_han_liu_yu_peace_imperial_favour	3k_dlc07_pooled_factor_imperial_favour_liu_yu_peace	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
ironic_han_liu_yu_peace_public_order	ironic_han_liu_yu_peace_public_order	2147483647	-2147483647	ironic_han_liu_yu_peace	true	true
ironic_han_liu_yu_peace_alliance	ironic_han_liu_yu_peace_alliance	2147483647	-2147483647	ironic_han_liu_yu_peace	true	false
ironic_han_liu_yu_peace_post_battle	ironic_han_liu_yu_peace_post_battle	2147483647	-2147483647	ironic_han_liu_yu_peace	true	false
