key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/kuitouancestralresource						
ironic_ancestral_legacy_factor	ironic_ancestral_legacy_factor	2147483647	-2147483647	ironic_ancestral_legacy	true	true
ironic_ancestral_legacy_victory	ironic_ancestral_legacy_victory	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_defeat	ironic_ancestral_legacy_defeat	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_decay	ironic_ancestral_legacy_decay	2147483647	-2147483647	ironic_ancestral_legacy	true	true
ironic_ancestral_legacy_at_war	ironic_ancestral_legacy_at_war	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_post_battle_options	ironic_ancestral_legacy_post_battle_options	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_assignments	ironic_ancestral_legacy_assignments	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_recruitment	ironic_ancestral_legacy_recruitment	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_banish	ironic_ancestral_legacy_banish	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_release	ironic_ancestral_legacy_release	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_unassign	ironic_ancestral_legacy_unassign	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_unassign_heir	ironic_ancestral_legacy_unassign_heir	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_court_positions	ironic_ancestral_legacy_court_positions	2147483647	-2147483647	ironic_ancestral_legacy	true	true
ironic_ancestral_legacy_assign_heir	ironic_ancestral_legacy_assign_heir	2147483647	-2147483647	ironic_ancestral_legacy	true	false
ironic_ancestral_legacy_characters	ironic_ancestral_legacy_characters	2147483647	-2147483647	ironic_ancestral_legacy	true	true
