key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/liu_yaoresource						
ironic_war_weariness_factor	ironic_war_weariness_factor	2147483647	-2147483647	ironic_war_weariness	true	true
ironic_war_weariness_victory	ironic_war_weariness_victory	2147483647	-2147483647	ironic_war_weariness	true	false
ironic_war_weariness_defeat	ironic_war_weariness_defeat	2147483647	-2147483647	ironic_war_weariness	true	false
ironic_war_weariness_decay	ironic_war_weariness_decay	2147483647	-2147483647	ironic_war_weariness	true	true
ironic_war_weariness_at_war	ironic_war_weariness_at_war	2147483647	-2147483647	ironic_war_weariness	true	false
ironic_war_weariness_post_battle_options	ironic_war_weariness_post_battle_options	2147483647	-2147483647	ironic_war_weariness	true	false
ironic_war_weariness_assignments	ironic_war_weariness_assignments	2147483647	-2147483647	ironic_war_weariness	true	false
ironic_war_weariness_casualities	ironic_war_weariness_casualities	2147483647	-2147483647	ironic_war_weariness	true	false
ironic_war_weariness_buildings	ironic_war_weariness_buildings	2147483647	-2147483647	ironic_war_weariness	true	true
