key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/resource_hansui						
ironic_han_sui_resource_factor	ironic_han_sui_resource_factor	2147483647	-2147483647	ironic_han_sui_resource	true	true
ironic_han_sui_resource_victor	ironic_han_sui_resource_victor	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_defeat	ironic_han_sui_resource_defeat	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_decay	ironic_han_sui_resource_decay	2147483647	-2147483647	ironic_han_sui_resource	true	true
ironic_han_sui_resource_war	ironic_han_sui_resource_war	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_army	ironic_han_sui_resource_army	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_diplomacy	ironic_han_sui_resource_diplomacy	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_spy	ironic_han_sui_resource_spy	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_casuality	ironic_han_sui_resource_casuality	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_building	ironic_han_sui_resource_building	2147483647	-2147483647	ironic_han_sui_resource	true	true
ironic_han_sui_resource_spy_tier_1	ironic_han_sui_resource_spy_tier_1	2147483647	-2147483647	ironic_han_sui_resource	true	false
ironic_han_sui_resource_spy_tier_2	ironic_han_sui_resource_spy_tier_2	2147483647	-2147483647	ironic_han_sui_resource	true	false
