key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
#pooled_resource_factor_junctions_tables;3;db/pooled_resource_factor_junctions_tables/caoren						
ironic_cao_ren_preparation_factor	ironic_cao_ren_preparation_factor	2147483647	-2147483647	ironic_cao_ren_preparation	true	true
ironic_cao_ren_preparation_diplomacy	ironic_cao_ren_preparation_diplomacy	2147483647	-2147483647	ironic_cao_ren_preparation	true	false
ironic_cao_ren_preparation_ambush_victor	ironic_cao_ren_preparation_ambush_victor	2147483647	-2147483647	ironic_cao_ren_preparation	true	false
ironic_cao_ren_preparation_ambush_defeat	ironic_cao_ren_preparation_ambush_defeat	2147483647	-2147483647	ironic_cao_ren_preparation	true	false
ironic_cao_ren_preparation_decay	ironic_cao_ren_preparation_decay	2147483647	-2147483647	ironic_cao_ren_preparation	true	true
ironic_cao_ren_preparation_war	ironic_cao_ren_preparation_war	2147483647	-2147483647	ironic_cao_ren_preparation	true	false
ironic_cao_ren_preparation_court_actions	ironic_cao_ren_preparation_court_actions	2147483647	-2147483647	ironic_cao_ren_preparation	true	false
ironic_cao_ren_preparation_stance	ironic_cao_ren_preparation_stance	2147483647	-2147483647	ironic_cao_ren_preparation	true	true
ironic_cao_ren_preparation_assignment	ironic_cao_ren_preparation_assignment	2147483647	-2147483647	ironic_cao_ren_preparation	true	false
ironic_cao_ren_preparation_four_caos	ironic_cao_ren_preparation_four_caos	2147483647	-2147483647	ironic_cao_ren_preparation	true	true
