id	names_group	type	gender	frequency
#names_tables;2;db/names_tables/!!ironic_addon_korea_clone_names				
8550000	342318990	1	0	1
8550001	342318990	1	0	1
8550002	342318990	1	0	1
8550003	342318990	1	0	1
8550004	342318990	1	0	1
8550005	342318990	1	0	1
8550006	342318990	1	0	1
8550007	342318990	1	0	1
8550008	342318990	1	0	1
8550009	342318990	1	0	1
8550010	342318990	1	0	1
8550011	342318990	1	0	1
8550012	342318990	1	0	1
8550013	342318990	1	0	1
8550014	342318990	1	0	1
8550015	342318990	1	0	1
8550016	342318990	1	0	1
8550017	342318990	1	0	1
8550018	342318990	1	0	1
8550019	342318990	1	0	1
8550020	342318990	1	0	1
8550021	342318990	1	0	1
8550022	342318990	1	0	1
8550023	342318990	1	0	1
8550024	342318990	1	0	1
8550025	342318990	1	0	1
8550026	342318990	1	0	1
8550027	342318990	1	0	1
8550028	342318990	1	0	1
8550029	342318990	1	0	1
8550030	342318990	1	0	1
8550031	342318990	1	0	1
8550032	342318990	1	0	1
8550033	342318990	1	0	1
8550034	342318990	1	0	1
8550035	342318990	1	0	1
8550036	342318990	1	0	1
8550037	342318990	1	0	1
8550038	342318990	1	0	1
8550039	342318990	1	0	1
8550040	342318990	1	0	1
8550041	342318990	1	0	1
8550042	342318990	1	0	1
8550043	342318990	1	0	1
8550044	342318990	1	0	1
8550045	342318990	1	0	1
8550046	342318990	1	0	1
8550047	342318990	1	0	1
8550048	342318990	1	0	1
8550049	342318990	1	0	1
8550050	342318990	1	0	1
8550051	342318990	1	0	1
8550052	342318990	1	0	1
8550053	342318990	1	0	1
8550054	342318990	1	0	1
8550055	342318990	1	0	1
8550056	342318990	1	0	1
8550057	342318990	1	0	1
8550058	342318990	1	0	1
8550059	342318990	1	0	1
8550060	342318990	1	0	1
8550061	342318990	1	0	1
8550062	342318990	1	0	1
8550063	342318990	1	0	1
8550064	342318990	1	0	1
8550065	342318990	1	0	1
8550066	342318990	1	0	1
8550067	342318990	1	0	1
8550068	342318990	1	0	1
8550069	342318990	1	0	1
8550070	342318990	1	0	1
8550071	342318990	1	0	1
8550072	342318990	1	0	1
8550073	342318990	0	0	1
8550074	342318990	0	0	1
8550075	342318990	0	0	1
8550076	342318990	0	0	1
8550077	342318990	0	0	1
8550078	342318990	0	0	1
8550079	342318990	0	0	1
8550080	342318990	0	0	1
8550081	342318990	0	0	1
8550082	342318990	0	0	1
8550083	342318990	0	0	1
8550084	342318990	0	0	1
8550085	342318990	0	0	1
8550086	342318990	0	0	1
8550087	342318990	0	0	1
8550088	342318990	0	0	1
8550089	342318990	0	0	1
8550090	342318990	0	0	1
8550091	342318990	0	0	1
8550092	342318990	0	0	1
8550093	342318990	0	0	1
8550094	342318990	0	0	1
8550095	342318990	0	0	1
8550096	342318990	0	0	1
8550097	342318990	0	0	1
8550098	342318990	0	0	1
8550099	342318990	0	0	1
8550100	342318990	0	0	1
8550101	342318990	0	0	1
8550102	342318990	0	0	1
8550103	342318990	0	0	1
8550104	342318990	0	0	1
8550105	342318990	0	0	1
8550106	342318990	0	0	1
8550107	342318990	0	0	1
8550108	342318990	0	0	1
8550109	342318990	0	0	1
8550110	342318990	0	0	1
8550111	342318990	0	0	1
8550112	342318990	0	0	1
8550113	342318990	0	0	1
8550114	342318990	0	0	1
8550115	342318990	0	0	1
8550116	342318990	0	0	1
8550117	342318990	0	0	1
8550118	342318990	0	0	1
8550119	342318990	0	0	1
8550120	342318990	0	0	1
8550121	342318990	0	0	1
8550122	342318990	0	0	1
8550123	342318990	0	0	1
8550124	342318990	0	0	1
8550125	342318990	0	0	1
8550126	342318990	0	0	1
8550127	342318990	0	0	1
8550128	342318990	0	0	1
8550129	342318990	0	0	1
8550130	342318990	0	0	1
8550131	342318990	0	0	1
8550132	342318990	0	0	1
8550133	342318990	0	0	1
8550134	342318990	0	0	1
8550135	342318990	0	0	1
8550136	342318990	0	0	1
8550137	342318990	0	0	1
8550138	342318990	0	0	1
8550139	342318990	0	0	1
8550140	342318990	0	0	1
8550141	342318990	0	0	1
8550142	342318990	0	0	1
8550143	342318990	0	0	1
8550144	342318990	0	0	1
8550145	342318990	0	0	1
8550146	342318990	0	0	1
8550147	342318990	0	0	1
8550148	342318990	0	0	1
8550149	342318990	0	0	1
8550150	342318990	0	0	1
8550151	342318990	0	0	1
8550152	342318990	0	0	1
8550153	342318990	0	0	1
8550154	342318990	0	0	1
8550155	342318990	0	0	1
8550156	342318990	1	1	1
8550157	342318990	1	1	1
8550158	342318990	1	1	1
8550159	342318990	1	1	1
8550160	342318990	1	1	1
8550161	342318990	1	1	1
8550162	342318990	1	1	1
8550163	342318990	1	1	1
8550164	342318990	1	1	1
8550165	342318990	1	1	1
8550166	342318990	1	1	1
8550167	342318990	1	1	1
8550168	342318990	1	1	1
8550169	342318990	1	1	1
8550170	342318990	1	1	1
8550171	342318990	1	1	1
8550172	342318990	1	1	1
8550173	342318990	1	1	1
8550174	342318990	1	1	1
8550175	342318990	1	1	1
8550176	342318990	1	1	1
8550177	342318990	1	1	1
8550178	342318990	1	1	1
8550179	342318990	1	1	1
8550180	342318990	1	1	1
8550181	342318990	1	1	1
8550182	342318990	1	1	1
8550183	342318990	1	1	1
8550184	342318990	1	1	1
8550185	342318990	1	1	1
8550186	342318990	1	1	1
8550187	342318990	1	1	1
8550188	342318990	1	1	1
8550189	342318990	1	1	1
8550190	342318990	1	1	1
8550191	342318990	1	1	1
8550192	342318990	1	1	1
8550193	342318990	1	1	1
8550194	342318990	1	1	1
8550195	342318990	1	1	1
8550196	342318990	1	1	1
8550197	342318990	1	1	1
8550198	342318990	1	1	1
8550199	342318990	1	1	1
8550200	342318990	1	1	1
8550201	342318990	1	1	1
8550202	342318990	1	1	1
8550203	342318990	1	1	1
8550204	342318990	1	1	1
8550205	342318990	1	1	1
8550206	342318990	1	1	1
8550207	342318990	1	1	1
8550208	342318990	1	1	1
8550209	342318990	1	1	1
8550210	342318990	1	1	1
8550211	342318990	1	1	1
8550212	342318990	1	1	1
8550213	342318990	1	1	1
8550214	342318990	1	1	1
8550215	342318990	1	1	1
8550216	342318990	1	1	1
8550217	342318990	1	1	1
8550218	342318990	1	1	1
8550219	342318990	1	1	1
8550220	342318990	1	1	1
8550221	342318990	1	1	1
8550222	342318990	1	1	1
8550223	342318990	1	1	1
8550224	342318990	1	1	1
8550225	342318990	1	1	1
8550226	342318990	1	1	1
8550227	342318990	1	1	1
8550228	342318990	1	1	1
8550229	342318990	0	1	1
8550230	342318990	0	1	1
8550231	342318990	0	1	1
8550232	342318990	0	1	1
8550233	342318990	0	1	1
8550234	342318990	0	1	1
8550235	342318990	0	1	1
8550236	342318990	0	1	1
8550237	342318990	0	1	1
8550238	342318990	0	1	1
8550239	342318990	0	1	1
8550240	342318990	0	1	1
8550241	342318990	0	1	1
8550242	342318990	0	1	1
