id	names_group	type	gender	frequency
#names_tables;2;db/names_tables/data__				
1000383105	221	1	2	1
1000626814	1776442320	0	0	1
1000757830	1941392213	0	2	1
1001089179	221	0	0	1
1001274191	221	0	0	1
1001901579	1941392213	0	2	1
1002259362	1776442320	0	1	1
1002320624	221	0	1	1
1002366847	221	0	0	1
1002494836	221	0	0	1
1002973429	221	0	1	1
1003088502	1776442320	0	0	1
1003289179	221	0	1	1
1003311773	1776442320	0	1	1
1003460209	221	0	0	1
1003766471	221	2	2	0
1003783917	221	0	1	1
1004057639	221	0	0	1
1005102454	1776442320	0	0	1
1005287082	1776442320	0	0	1
1006068674	221	0	1	1
1006091021	1776442320	0	0	1
1006206875	221	2	2	0
1006479586	1776442320	0	0	1
1006572667	221	0	1	1
1006774913	221	0	1	1
1006974640	221	0	1	1
1007425232	221	2	2	0
1007432956	221	0	1	1
1007686683	221	0	0	1
1007732674	221	1	2	1
1008075993	221	0	0	1
1008227921	1776442320	0	1	1
1009013885	221	0	1	1
1009224930	1776442320	0	0	1
1009820436	221	1	2	1
1009820716	1776442320	0	1	1
1009903960	1776442320	0	0	1
1010065114	1776442320	0	0	1
1010073924	1776442320	0	1	1
1010118817	221	0	1	1
1010184310	1776442320	0	0	1
1010366829	1776442320	0	0	1
101047633	221	0	0	1
1010677269	1776442320	0	1	1
101110601	1776442320	0	0	1
1011376382	1776442320	0	0	1
1011705993	1776442320	0	0	1
1012204549	1776442320	0	0	1
1012301607	1776442320	0	1	1
1012591794	221	1	2	1
101269194	1776442320	0	0	1
1012842833	1776442320	0	1	1
1013017064	221	0	1	1
101313183	1776442320	0	1	1
1013216872	221	0	0	1
1013688768	1776442320	0	1	1
1014023968	221	2	2	0
1014360769	221	0	0	1
1014477916	221	2	2	0
1014578933	221	1	2	1
10149548	221	0	0	1
1015368126	221	0	1	1
1016262339	1776442320	0	1	1
1016571943	221	0	0	1
101659610	221	0	0	1
1016976015	1776442320	0	1	1
1017075874	1776442320	0	0	1
1017191989	221	0	1	1
1017726225	1776442320	0	0	1
1017928240	1776442320	0	1	1
1019353787	221	0	1	1
1019480104	221	0	0	1
1019566343	1941392213	0	2	1
1019624446	221	0	0	1
1019772919	221	1	2	1
1020482265	221	0	0	1
1020671998	1776442320	0	1	1
1020766254	221	0	1	1
1020771800	1776442320	0	0	1
1020870722	221	0	0	1
1021173543	1776442320	0	1	1
1021966112	221	0	0	1
1022316237	1776442320	0	0	1
1022469050	1776442320	0	0	1
1022488201	221	0	0	1
1023138862	221	0	0	1
102318916	221	2	2	0
1024038471	221	0	0	1
1024415726	1776442320	0	0	1
1024757291	221	0	0	1
1025095784	221	0	0	1
1025370729	221	0	1	1
1025823522	221	3	2	0
1026199712	221	0	1	1
102634872	221	3	2	0
1026557958	1776442320	0	1	1
1026563283	221	0	1	1
1026878403	1776442320	0	0	1
1027039077	221	0	1	1
1027413555	1776442320	0	0	1
1027546671	1776442320	0	0	1
1027789970	221	0	0	1
1028359578	1941392213	0	1	1
1028575234	221	0	0	1
1028947939	221	0	0	1
1029076814	1776442320	0	1	1
1029259268	221	2	2	0
1029429058	1776442320	0	1	1
1029631160	221	0	0	1
1029721588	221	0	1	1
1029793445	221	0	1	1
1030726473	1776442320	0	1	1
1030741931	1776442320	0	0	1
1030879605	221	0	1	1
103087988	221	0	0	1
1030882163	221	0	1	1
1030920989	221	0	1	1
1031092209	1776442320	0	1	1
1031418479	221	0	0	1
1031602356	221	0	0	1
103177522	1776442320	0	0	1
1032118731	221	0	0	1
103224156	221	2	2	0
1032373317	221	1	2	1
1033277111	1776442320	0	0	1
1033449718	1776442320	0	0	1
1033744417	221	0	0	1
103408681	1776442320	0	0	1
103477760	1776442320	0	1	1
1035860349	221	0	0	1
1036154580	1776442320	0	1	1
1036308602	221	0	1	1
1036361599	1941392213	0	2	1
1036781856	1776442320	0	0	1
1037421277	1776442320	0	0	1
1037773377	221	0	0	1
1038162965	1776442320	0	1	1
103887239	1776442320	0	0	1
1038910643	221	0	0	1
1040849435	1776442320	0	1	1
1041842191	1776442320	0	0	1
1041970871	221	0	1	1
1042181565	221	0	1	1
1042434361	221	0	0	1
1042693703	221	1	2	1
1043268738	1941392213	0	2	1
1043309246	221	0	1	1
104348179	1776442320	0	1	1
1043529691	221	2	2	0
1043567471	1776442320	0	1	1
1043691992	1776442320	0	1	1
1043698352	1776442320	0	1	1
1044242750	221	0	0	1
1044482334	1776442320	0	0	1
1044934611	221	2	2	0
1045842823	1776442320	0	1	1
1045863580	221	0	1	1
1046519440	221	0	0	1
1046901285	1776442320	0	1	1
104769310	221	0	1	1
1047976319	1776442320	0	0	1
1048098469	221	0	0	1
1048223340	221	0	1	1
1048242293	221	0	1	1
1048372089	221	0	1	1
1048756792	1776442320	0	0	1
1048935131	1776442320	1	2	1
1049348688	221	2	0	0
1049718818	221	0	1	1
1050145971	1776442320	0	1	1
1050697287	221	0	1	1
1050736706	1776442320	0	0	1
1050868349	221	0	0	1
1051441514	1941392213	0	2	1
105162403	221	0	0	1
1051817282	221	1	2	1
105201748	1776442320	0	1	1
1052070064	1776442320	0	1	1
1052177555	1776442320	0	1	1
1052935935	221	0	1	1
1053266129	1776442320	0	0	1
1053360188	221	1	2	1
1053388194	221	1	2	1
10534961	1776442320	0	0	1
1053578899	1776442320	0	1	1
1053925478	1776442320	0	0	1
1054247483	1776442320	0	1	1
1054599003	1776442320	0	1	1
1055195567	221	1	2	1
1055318284	221	0	1	1
105561775	221	0	1	1
1055887383	221	2	2	0
1056210818	221	0	1	1
1057129421	221	0	0	1
1057307213	221	0	1	1
1057367406	1776442320	0	1	1
1057374045	1776442320	0	0	1
1057570125	221	0	0	1
1057620259	1776442320	0	0	1
1058636002	1776442320	0	0	1
105905592	1776442320	0	0	1
1059287217	1776442320	0	1	1
105972090	1776442320	0	0	1
1059977797	221	0	1	1
1060387926	1776442320	0	1	1
1060466670	221	3	2	0
1060746664	221	0	1	1
1061314530	221	0	1	1
1062377709	1776442320	0	0	1
1062483749	221	0	0	1
1062513621	1776442320	0	1	1
1062638570	221	2	2	0
1062731133	221	1	0	0
106274681	221	0	0	1
1062843417	221	0	1	1
1063457071	1776442320	0	0	1
1063855147	221	0	1	1
1064304120	221	1	2	1
1064345106	1776442320	0	1	1
1064454828	1776442320	0	0	1
1064499296	221	1	2	1
1064526721	1776442320	0	1	1
106456392	1776442320	0	0	1
1064598675	221	0	0	1
1064797262	221	1	2	1
1064859333	221	1	2	1
1065094368	221	3	2	0
1065714599	221	2	2	0
1065922467	1776442320	0	1	1
1065972448	1776442320	0	0	1
1066576511	221	0	0	1
1066615768	221	2	2	0
106700483	221	0	2	1
1067670789	1776442320	0	0	1
1067910647	221	1	2	1
1068180287	221	1	2	1
1068425248	1776442320	0	0	1
1068676654	1776442320	0	0	1
1068919775	221	0	0	1
1069007977	1776442320	0	1	1
1069027712	1776442320	0	1	1
106907794	221	0	0	1
1069437739	221	0	0	1
1069591521	1776442320	0	1	1
1069688341	221	0	0	1
1069803276	221	0	1	1
1070025871	221	0	1	1
1070676372	221	0	0	1
1071246542	1776442320	0	1	1
1071269787	1776442320	0	0	1
1071365799	221	0	1	1
1071487868	1776442320	0	1	1
107161862	1776442320	0	0	1
1072932735	221	0	0	1
1073508628	1776442320	0	0	1
1073663798	221	0	1	1
1073756208	1776442320	0	1	1
1073867658	221	0	1	1
1074009455	221	2	2	0
1074104590	1776442320	0	1	1
1075289833	1776442320	0	0	1
1075647702	221	0	1	1
1076176425	1776442320	0	1	1
1076318549	1941392213	0	1	1
1076342299	1776442320	0	1	1
1077365820	1776442320	0	1	1
107746804	221	0	1	1
1077761633	221	2	2	0
1077886885	221	1	2	1
107837864	221	0	1	1
1078512016	221	2	2	0
1078912529	1776442320	0	0	1
1079730124	221	0	0	1
1080121614	221	2	2	0
1080212422	1776442320	0	1	1
1080255437	1776442320	0	1	1
1080937550	221	0	0	1
1081063012	1776442320	0	1	1
1081264832	221	0	0	1
1081911438	221	0	0	1
108234935	221	0	0	1
1082370785	221	1	2	1
1082417561	1776442320	0	0	1
1082541934	1776442320	0	1	1
1082806990	221	0	1	1
1083150298	1776442320	0	0	1
1083431492	221	0	0	1
1083568004	221	0	1	1
1083969841	221	0	1	1
1084172753	221	0	1	1
1084226857	221	0	1	1
1084286759	1776442320	0	1	1
1084326313	1776442320	0	1	1
1084445328	221	0	1	1
1084611226	221	0	0	1
1084837202	1776442320	0	0	1
1085406770	1776442320	0	1	1
1085602420	221	0	1	1
1086318274	221	1	2	1
1086603224	221	2	2	0
1086681760	1776442320	0	1	1
1086856637	1776442320	0	1	1
1086858054	1776442320	0	1	1
1086940850	1776442320	0	1	1
1086960175	1776442320	0	1	1
108709461	221	0	1	1
1087261454	221	0	1	1
1087964132	1776442320	0	1	1
1088456683	221	0	0	1
108846254	1941392213	0	2	1
1088566300	221	0	0	1
1088799189	1776442320	0	1	1
1089443911	1776442320	0	0	1
1089551997	221	2	2	0
1089852137	1776442320	0	0	1
1090593714	1776442320	0	0	1
1091458	1776442320	0	0	1
1091664666	1776442320	0	1	1
1091747669	1941392213	0	2	1
1092253759	1776442320	0	0	1
1092591551	221	0	0	1
109286038	1776442320	1	2	1
1093032495	1776442320	0	0	1
1093045837	221	1	2	1
1093377291	221	2	2	0
1093384370	221	0	1	1
1093455870	1941392213	0	2	1
1093534024	1776442320	0	0	1
1094569067	221	0	0	1
1095074239	221	0	1	1
1095502257	221	0	0	1
1096181405	1776442320	0	0	1
1096429410	221	0	0	1
1096432458	221	0	1	1
1096586343	221	1	2	1
1096969570	1776442320	0	0	1
1098658830	221	2	2	0
1098756422	221	1	2	1
1099679463	221	0	0	1
1100108552	1776442320	0	1	1
1100326405	1941392213	0	2	1
110101290	221	0	1	1
110235181	1776442320	0	0	1
1102888411	1776442320	0	1	1
1104603182	1776442320	0	0	1
1105529827	221	0	0	1
1105657332	221	0	0	1
1105710172	221	0	0	1
1105732260	221	0	0	1
1105779404	221	1	2	1
1106064082	1776442320	0	0	1
1106308823	1776442320	0	0	1
1107346836	1776442320	0	1	1
110811940	221	0	1	1
1108672317	1941392213	0	2	1
1109380190	1776442320	0	0	1
1109480587	1776442320	0	1	1
1110563968	221	1	2	1
1110608202	221	1	2	1
111104469	1776442320	1	2	1
1111061577	1776442320	0	0	1
1111122977	221	0	1	1
1111336055	1776442320	0	0	1
1111755528	1776442320	0	1	1
1112174958	221	0	1	1
1113278015	1776442320	0	1	1
1113386566	221	2	2	0
1113571199	1776442320	0	0	1
1113859874	1776442320	0	0	1
1113981716	221	0	0	1
1114556536	221	0	1	1
1114647383	221	1	2	1
1115021032	1776442320	0	0	1
1115164472	221	0	0	1
1115555239	221	1	2	1
1115600461	221	0	0	1
1115801128	1776442320	0	1	1
1116552053	221	0	1	1
1117095698	221	0	1	1
111791895	221	0	1	1
1118344929	1776442320	0	0	1
1118599911	221	0	1	1
1118909604	221	0	0	1
1118965113	221	0	0	1
1119196870	1776442320	0	1	1
1119779469	221	0	1	1
1119845165	221	0	1	1
1119884502	1776442320	0	0	1
1120102968	1776442320	0	0	1
112052493	221	0	0	1
1120694425	221	0	0	1
1120744755	221	0	0	1
1121529236	1941392213	0	1	1
1121577976	1776442320	0	0	1
1122482288	221	0	0	1
1122657130	221	0	1	1
1122864156	1776442320	0	0	1
1123172301	1776442320	0	1	1
1123244312	221	0	1	1
112391656	221	2	2	0
1124138962	221	0	1	1
1124632894	221	0	0	1
1124833674	1776442320	0	0	1
1124909629	221	2	2	0
1125149397	221	0	0	1
1125742577	221	0	1	1
112588477	221	0	0	1
1127028016	1941392213	0	2	1
112754956	221	0	1	1
1127702169	1776442320	0	1	1
112772435	1941392213	0	2	1
1127887521	1776442320	0	1	1
112794698	1776442320	0	1	1
1128068295	221	0	0	1
1128303150	1776442320	0	1	1
1128359469	221	0	1	1
1128521778	1941392213	0	2	1
1128575251	1776442320	0	0	0
1128654956	221	0	0	1
1128658465	1776442320	0	0	1
1129453084	221	0	1	1
1129522082	221	0	0	1
1129542188	221	0	0	1
1129553372	221	0	1	1
1129907153	221	0	1	1
1131072835	221	0	0	1
1131079082	1776442320	0	1	1
1131081895	1776442320	0	1	1
1131109419	221	0	1	1
1131918110	221	1	2	1
1132362050	221	0	0	1
1132462539	221	0	0	1
1132672778	221	2	2	0
113374587	221	0	0	1
113514581	1776442320	0	0	1
1135779760	1776442320	0	0	1
1136474217	1776442320	0	1	1
1136606480	221	0	1	1
1136970463	1776442320	0	1	1
113704630	1776442320	0	1	1
1137180740	1776442320	0	0	1
1137303974	1941392213	0	2	1
1138150406	221	0	1	1
1138195397	1776442320	0	0	1
1138207305	221	0	1	1
1138749692	221	0	1	1
1139218341	1776442320	0	0	1
1139975773	221	0	0	1
1140151960	1776442320	0	1	1
1140360421	221	0	1	1
1140651449	221	2	2	0
1140782670	221	0	1	1
1140884222	221	1	2	1
1140911492	1776442320	0	0	1
1141028808	221	2	2	0
1141287253	1776442320	0	1	1
1141455591	221	0	1	1
1141650855	221	1	2	1
1141704483	221	0	1	1
1141802942	221	0	0	1
1142033271	1776442320	0	0	1
1142291470	221	0	0	1
1142609251	221	0	0	1
1143508034	1941392213	0	2	1
1144313899	221	0	0	1
1144601588	221	0	1	1
114529674	1776442320	0	1	1
11463069	221	0	1	1
11465866	221	0	0	1
1146608247	221	0	1	0
1146659361	1776442320	0	0	1
1146714030	221	0	1	1
1147522049	1776442320	0	0	1
1147809533	221	0	1	1
1147849847	1776442320	0	1	1
1147856946	1776442320	0	0	1
1147874951	1776442320	0	0	1
1148355434	1776442320	0	0	1
1149211603	221	0	1	1
1149263457	221	0	0	1
114933038	221	0	0	1
1150249109	1776442320	0	1	1
1150788757	221	2	0	0
1151031247	1941392213	0	2	1
115155270	1776442320	0	1	1
115164109	221	0	0	1
115195475	1776442320	0	1	1
1152146555	221	0	0	1
1152252200	221	0	0	1
1152332647	221	0	1	1
1152351231	221	1	2	1
1152466610	221	0	0	1
1152493335	1776442320	0	1	1
115273674	221	0	1	1
115292361	221	0	0	1
1153005043	221	0	1	1
1153248709	1776442320	0	1	1
1153532421	221	0	0	1
1153572696	1941392213	0	2	1
1153710440	221	2	2	0
1154023025	1776442320	0	1	1
1154338061	1776442320	0	0	1
1154760109	221	1	2	1
115600082	221	0	0	1
1156780459	1776442320	0	1	1
1156887764	1776442320	0	0	1
1157048960	221	0	0	1
115717879	1941392213	0	2	1
1157458992	1776442320	0	0	1
1157493269	1776442320	0	0	1
1157586582	221	1	2	1
115791289	1776442320	0	0	1
1158257041	221	0	0	1
1158541787	1776442320	0	0	1
1159150174	221	2	2	0
1159577697	1776442320	0	1	1
1159765894	221	0	0	1
1160810997	1776442320	0	1	1
1160848319	221	0	0	1
1160897114	221	0	1	1
1161189854	1776442320	0	1	1
1161252474	1776442320	0	0	1
1161279418	1776442320	0	1	1
1161654431	1776442320	0	0	1
1162277847	1776442320	0	1	1
1162366210	221	2	2	0
1162450777	1776442320	0	0	1
116276716	221	0	1	1
1162771466	1776442320	0	0	1
1163641806	1776442320	0	1	1
1164022382	1776442320	0	1	1
1164270337	221	0	0	1
1164385800	221	2	2	0
1164411776	221	0	0	0
1164469072	1776442320	0	0	1
1164631625	221	0	0	1
1164670809	221	1	2	1
116495434	1776442320	0	1	1
1165002413	1776442320	0	1	1
1165739179	221	2	2	0
1165981306	221	0	0	1
1166255066	221	2	2	0
1166600555	221	0	0	1
1166645758	221	0	1	1
11666905	221	0	1	1
1166883838	221	1	2	1
1167284090	221	0	1	1
1167360459	221	2	2	0
1167413551	1776442320	0	1	1
