id	names_group	type	gender	frequency
#names_tables;2;db/names_tables/ironic_names_added				
918115480	221	0	0	0
1322728747	221	0	0	0
142145225	221	1	0	0
142145215	221	0	0	0
142145445	221	1	0	0
142145435	221	0	0	0
142145465	221	1	0	0
142145535	221	0	0	0
142147765	221	1	0	0
142147665	221	0	0	0
142148765	221	1	0	0
142148775	221	0	0	0
242148765	221	1	0	0
242148755	221	0	0	0
242141222	221	0	0	0
242141244	221	1	1	0
242141666	221	0	0	0
242141777	221	0	0	0
242141888	221	0	0	0
242141999	221	0	0	0
342141999	221	0	0	0
342141888	221	1	0	0
342141543	221	1	0	0
515135665	221	0	0	0
51513444	221	0	0	0
51515555	221	0	0	0
967830066	221	0	0	0
721495225	221	0	2	0
1037283563	221	0	2	0
358118564	221	0	2	0
1584368474	221	1	2	0
1429185550	221	1	2	0
277988302	221	1	2	0
757063026	221	1	2	0
449209323	221	0	1	0
1703852423	221	1	2	0
58793298	221	0	2	0
87645368	221	1	2	0
532890523	221	1	2	0
55535	221	0	2	1
512321532	221	0	2	1
14231441	221	0	2	1
24107903	221	0	2	1
90328	221	0	2	1
76309	221	0	2	1
55973	221	1	2	1
71225	221	0	2	1
91735	221	0	2	1
76342	221	0	2	1
98496	221	0	2	1
93385	221	0	2	1
78009	221	1	2	1
71747	221	1	2	1
80722	221	1	2	1
50463	221	1	2	1
99525	221	1	2	1
51161	221	0	2	1
99203	221	0	2	1
79950	221	1	2	1
50629	221	1	2	1
66338	221	0	2	1
76617	221	0	2	1
80332	221	0	2	1
1676620640	221	1	2	0
506941283	221	1	2	0
506941543	221	1	2	0
506941544	221	0	2	0
45463730	221	1	2	0
1068694760	221	1	2	0
2110503202	221	1	2	0
442091415	221	1	2	0
1239557991	221	1	2	0
539665667	221	1	2	0
1960739843	221	1	2	0
871337722	221	1	2	0
49888779	221	1	2	0
743543534	221	1	2	0
521321431	221	0	2	0
623453242	221	0	2	0
213124125	221	0	2	0
321321532	221	1	1	0
623532421	221	1	2	0
245155135	221	1	2	0
623535234	221	1	0	0
451242155	221	1	0	0
54141245	221	0	2	0
41231234	221	1	2	0
41231235	221	0	2	0
41231236	221	0	2	0
41231237	221	0	2	0
41231238	221	0	2	0
41231239	221	0	2	0
41231240	221	0	2	0
41231241	221	0	2	0
41231242	221	0	2	0
41231243	221	0	2	0
41231244	221	0	2	0
41231245	221	0	2	0
41231246	221	0	2	0
41231247	221	0	2	0
41231248	221	0	2	0
41231249	221	0	2	0
41231250	221	1	2	0
41231251	221	1	2	0
41231252	221	1	2	0
41231253	221	0	2	0
41231254	221	0	2	0
41231255	221	0	2	0
41231256	221	0	2	0
41231257	221	1	2	0
41231258	221	1	2	0
41231259	221	1	2	0
41231260	221	1	2	0
41231261	221	1	2	0
41231262	221	0	2	0
41231263	221	1	2	0
41231264	221	1	2	0
41231265	221	1	2	0
41231266	221	1	2	0
41231267	221	0	2	0
41231268	221	0	2	0
41231269	221	0	2	0
41231270	221	0	2	0
41231271	221	0	2	0
41231272	221	1	2	0
41231273	221	0	2	0
86128	221	0	2	1
72206	221	0	2	1
69960	221	0	2	1
61825	221	0	2	1
69680	221	0	2	1
62199	221	1	2	1
79400	221	0	2	1
87205	221	1	2	1
90894	221	0	2	1
57797	221	0	2	1
68760	221	1	2	1
58066	221	0	2	1
68435	221	0	2	1
57345	221	1	2	1
96590	221	0	2	1
4231567	221	0	2	1
59663	221	0	2	1
57616	221	0	2	1
85029	221	1	2	1
73919	221	0	2	1
71953	221	0	2	1
68926	221	0	2	1
72383	221	0	2	1
61807	221	0	2	1
50586	221	0	2	1
58969	221	0	2	1
59130	221	0	2	1
55580	221	0	2	1
84009	221	0	2	1
87010	221	1	2	1
84423	221	0	2	1
83031	221	0	2	1
73845	221	0	2	1
50770	221	0	2	1
62745	221	0	2	1
77829	221	1	2	1
67594	221	0	2	1
53956	221	1	2	1
84636	221	0	2	1
76479	221	1	2	1
74697	221	0	2	1
64033	221	1	2	1
77326	221	0	2	1
82985	221	0	2	1
61009	221	1	2	1
93130	221	0	2	1
86653	221	0	2	1
77810	221	0	2	1
77697	221	1	2	1
99250	221	1	2	1
71133	221	0	2	1
69188	221	1	2	1
56802	221	0	2	1
74726	221	1	2	1
64326	221	0	2	1
83673	221	0	2	1
75443	221	0	2	1
69485	221	1	2	1
81371	221	0	2	1
86503	221	1	2	1
55191	221	0	2	1
76477	221	1	2	1
70140	221	0	2	1
70555	221	0	2	1
94040	221	0	2	1
73900	221	0	2	1
98688	221	0	2	1
80995	221	0	2	1
50009	221	0	2	1
70876	221	0	2	1
83208	221	0	2	1
73788	221	0	2	1
90361	221	0	2	1
84853	221	0	2	1
94315	221	0	2	1
50621	221	0	2	1
66504	221	0	2	1
61278	221	0	2	1
81799	221	0	2	1
86772	221	0	2	1
97606	221	0	2	1
90887	221	0	2	1
71285	221	0	2	1
53953	221	0	2	1
72120	221	0	2	1
5234423	221	0	2	1
65232	221	0	2	1
62954	221	0	2	1
63111	221	0	2	1
98028	221	0	2	1
73681	221	0	2	1
98199	221	0	2	1
98843	221	1	2	1
64600	221	0	2	1
98402	221	0	2	1
69212	221	0	2	1
87730	221	0	2	1
92665	221	0	2	1
65049	221	1	2	1
66519	221	0	2	1
50930	221	1	2	1
60310	221	0	2	1
87094	221	1	2	1
92223	221	0	2	1
72398	221	1	2	1
75858	221	0	2	1
73512	221	0	2	1
87065	221	0	2	1
78323	221	0	2	1
71754	221	1	2	1
89062	221	0	2	1
81267	221	0	2	1
75330	221	0	2	1
67772	221	0	2	1
87895	221	0	2	1
56012	221	1	2	1
69369	221	0	2	1
95831	221	0	2	1
50443	221	0	2	1
56234532	221	1	2	1
56234533	221	0	2	1
65362	221	0	2	1
96971	221	0	2	1
70332	221	0	2	1
70764	221	0	2	1
98197	221	0	2	1
83782	221	0	2	1
87048	221	0	2	1
92537	221	0	2	1
52275	221	1	2	1
64201	221	0	2	1
78689	221	1	2	1
84899	221	0	2	1
67306	221	0	2	1
64141	221	0	2	1
87099	221	0	2	1
70020	221	0	2	1
51742	221	0	2	1
88282	221	1	2	1
81476	221	0	2	1
77764	221	1	2	1
62866	221	0	2	1
73571	221	1	2	1
55156	221	0	2	1
52236	221	1	2	1
