character_generation_template	game_mode	death_distribution_curve	initial_ceos	retinue	min_rank	max_rank	experience_rank_effects	attribute_set	skill_set_override	initial_lives	undercover_character_chance_multiplier	is_deployable
#character_generation_template_game_mode_details_tables;9;db/character_generation_template_game_mode_details_tables/ironic_modified_characters												
3k_main_template_historical_wang_kuang_hero_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_wang_kuang	3k_main_general_wang_kuang_metal	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_wang_kuang_minister_metal	1	0.0050	true
3k_main_template_historical_wang_kuang_hero_metal	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_wang_kuang	3k_main_hero_wang_kuang_metal	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_wang_kuang_minister_metal	1	0.0500	true
3k_main_template_historical_sheng_xian_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_sheng_xian	3k_main_general_sheng_xian_water	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_agent_water_strategist	1	1.0000	true
3k_main_template_historical_sheng_xian_hero_water	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_sheng_xian	3k_main_hero_sheng_xian_water	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_agent_water_strategist	1	1.0000	true
3k_main_template_historical_cao_chun_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_cao_chun	3k_main_general_generic_fire	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_cao_chun_general_fire	1	1.0000	true
3k_main_template_historical_cao_chun_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_cao_chun	3k_main_hero_generic_fire	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_cao_chun_general_fire	1	1.0000	true
3k_main_template_historical_cao_xiu_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_cao_xiu	3k_main_general_generic_fire	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_cao_xiu_general_fire	1	1.0000	true
3k_main_template_historical_cao_xiu_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_cao_xiu	3k_main_hero_generic_fire	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_cao_xiu_general_fire	1	1.0000	true
3k_main_template_historical_cao_hong_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_cao_hong	3k_main_general_cao_hong_wood	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_cao_hong_general_wood	1	1.0000	true
