character_generation_template	game_mode	death_distribution_curve	initial_ceos	retinue	min_rank	max_rank	experience_rank_effects	attribute_set	skill_set_override	initial_lives	undercover_character_chance_multiplier	is_deployable
#character_generation_template_game_mode_details_tables;9;db/character_generation_template_game_mode_details_tables/ironic_baekje_uniques												
ironic_template_historical_buyeo_gusu_ironic_hero_fire	historical	3k_standard_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_gusu	ironic_general_korea_fire	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	ironic_skillset_korea_general_fire_buyeo_gusu	1	1.0000	true
ironic_template_historical_buyeo_gusu_ironic_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_gusu	ironic_hero_korea_fire	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	ironic_skillset_korea_general_fire_buyeo_gusu	1	1.0000	true
ironic_template_historical_buyeo_goi_ironic_hero_earth	historical	3k_standard_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_gol	ironic_general_korea_earth	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_earth_records	ironic_skillset_korea_minister_earth	1	1.0000	true
ironic_template_historical_buyeo_goi_ironic_hero_earth	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_gol	ironic_hero_korea_earth	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_earth_romance	ironic_skillset_korea_minister_earth	1	1.0000	true
ironic_template_historical_buyeo_usu_ironic_hero_water	historical	3k_standard_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_usu	ironic_general_korea_water	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_water_records	ironic_skillset_korea_minister_water_strategist	1	1.0000	true
ironic_template_historical_buyeo_usu_ironic_hero_water	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_usu	ironic_hero_korea_water	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_water_romance	ironic_skillset_korea_minister_water_strategist	1	1.0000	true
ironic_template_historical_buyeo_jil_ironic_hero_water	historical	3k_standard_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_jil	ironic_general_korea_water	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_water_records	ironic_skillset_korea_minister_water_strategist	1	1.0000	true
ironic_template_historical_buyeo_jil_ironic_hero_water	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_jil	ironic_hero_korea_water	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_water_romance	ironic_skillset_korea_minister_water_strategist	1	1.0000	true
ironic_template_historical_buyeo_saban_hero_wood	historical	3k_standard_death_distribution	3k_main_ceo_initial_data_character_historical_buyeo_saban	ironic_general_korea_wood	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	ironic_skillset_korea_general_wood	1	1.0000	true
