character_generation_template	game_mode	death_distribution_curve	initial_ceos	retinue	min_rank	max_rank	experience_rank_effects	attribute_set	skill_set_override	initial_lives	undercover_character_chance_multiplier	is_deployable
#character_generation_template_game_mode_details_tables;9;db/character_generation_template_game_mode_details_tables/data__												
3k_cp01_template_historical_huang_gai_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_huang_gai	3k_main_general_generic_fire	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_dlc04_skillset_historical_huang_gai	1	2.0000	true
3k_cp01_template_historical_huang_gai_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_huang_gai	3k_main_hero_generic_fire	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_dlc04_skillset_historical_huang_gai	1	2.0000	true
3k_dlc04_template_ancestral_mi_tuo		3k_standard_death_distribution	3k_main_ceo_initial_data_character_generic_m_earth_governor	3k_main_general_generic_earth	0	0		3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_agent_earth	1	1.0000	true
3k_dlc04_template_historical_bao_dan_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_bao_dan	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_villager_water_strategist	1	1.0000	true
3k_dlc04_template_historical_bao_dan_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_bao_dan	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_villager_water_strategist	1	1.0000	true
3k_dlc04_template_historical_beigong_boyu_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_beigong_boyu	3k_main_general_generic_fire	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_dlc04_template_historical_beigong_boyu_fire	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_beigong_boyu	3k_main_hero_generic_fire	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_dlc04_template_historical_bi_lan_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_bi_lan_water	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_envoy_water_strategist	1	1.0000	false
3k_dlc04_template_historical_bi_lan_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_bi_lan_water	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_envoy_water_strategist	1	1.0000	false
3k_dlc04_template_historical_bian_zhang_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_bian_zhang	3k_main_general_generic_metal	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_governor_metal	1	1.0000	true
3k_dlc04_template_historical_bian_zhang_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_bian_zhang	3k_main_hero_generic_metal	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_governor_metal	1	1.0000	true
3k_dlc04_template_historical_bo_cai_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_bo_cai	3k_ytr_yellow_turban_general_generic_wood_veteran	0	3	3k_ytr_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_ytr_skillset_romance_generic_artisan_veteran	1	1.0000	true
3k_dlc04_template_historical_bo_cai_wood	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_bo_cai	3k_ytr_yellow_turban_hero_generic_wood_veteran	0	3	3k_ytr_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_ytr_skillset_romance_generic_artisan_veteran	1	1.0000	true
3k_dlc04_template_historical_bu_si_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_bu_si	3k_ytr_yellow_turban_general_generic_metal_scholar	0	3	3k_ytr_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_ytr_skillset_romance_generic_soldier_scholar	1	1.0000	true
3k_dlc04_template_historical_bu_si_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_bu_si	3k_ytr_yellow_turban_hero_generic_metal_scholar	0	3	3k_ytr_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_ytr_skillset_romance_generic_soldier_scholar	1	1.0000	true
3k_dlc04_template_historical_cao_de_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_cao_de	3k_main_general_generic_earth	0	3	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_villager_earth	1	1.0000	true
3k_dlc04_template_historical_cao_de_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_cao_de	3k_main_hero_generic_earth	0	3	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_villager_earth	1	1.0000	true
3k_dlc04_template_historical_cao_ding_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_cao_ding_fire	3k_main_general_generic_fire	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_agent_fire	1	1.0000	false
3k_dlc04_template_historical_cao_ding_fire	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_cao_ding_fire	3k_main_hero_generic_fire	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_agent_fire	1	1.0000	false
3k_dlc04_template_historical_chen_dan_hangong_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_chen_dan_hangong	3k_dlc04_general_metal_chena_dan	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_envoy_metal	1	1.0000	true
3k_dlc04_template_historical_chen_dan_hangong_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_chen_dan_hangong	3k_dlc04_hero_metal_chen_dan	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_envoy_metal	1	1.0000	true
3k_dlc04_template_historical_chen_deng_yuanlong_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_chen_deng_yuanlong	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_agent_water_strategist	1	1.0000	true
3k_dlc04_template_historical_chen_deng_yuanlong_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_chen_deng_yuanlong	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_agent_water_strategist	1	1.0000	true
3k_dlc04_template_historical_chen_su_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_chen_su	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_general_water_strategist	1	1.0000	true
3k_dlc04_template_historical_chen_su_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_chen_su	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_general_water_strategist	1	1.0000	true
3k_dlc04_template_historical_cheng_qiu_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_cheng_qiu	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_dlc04_template_historical_cheng_qiu_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_cheng_qiu	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_dlc04_template_historical_chu_gong_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_chu_gong	3k_main_general_generic_metal	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_governor_metal	1	1.0000	true
3k_dlc04_template_historical_chu_gong_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_chu_gong	3k_main_hero_generic_metal	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_governor_metal	1	1.0000	true
3k_dlc04_template_historical_deng_sheng_boneng_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_deng_sheng_boneng	3k_main_general_generic_fire	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_envoy_fire	1	1.0000	true
3k_dlc04_template_historical_deng_sheng_boneng_fire	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_deng_sheng_boneng	3k_main_hero_generic_fire	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_envoy_fire	1	1.0000	true
3k_dlc04_template_historical_ding_yuan_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_ding_yuan_jianyang	3k_main_general_generic_wood	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_generic_governor_wood	1	1.0000	true
3k_dlc04_template_historical_ding_yuan_wood	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_ding_yuan_jianyang	3k_main_hero_generic_wood	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_generic_governor_wood	1	1.0000	true
3k_dlc04_template_historical_dong_he_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_dong_he_youzai	3k_main_general_generic_earth	0	3	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_general_earth	1	1.0000	true
3k_dlc04_template_historical_dong_he_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_dong_he_youzai	3k_main_hero_generic_earth	0	3	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_general_earth	1	1.0000	true
3k_dlc04_template_historical_dong_zhong_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_dong_zhong	3k_main_general_generic_metal	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_governor_metal	1	1.0000	true
3k_dlc04_template_historical_dong_zhong_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_dong_zhong	3k_main_hero_generic_metal	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_governor_metal	1	1.0000	true
3k_dlc04_template_historical_duan_gui_ziyin_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_duan_gui_ziyin_fire	3k_main_general_generic_fire	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_governor_fire	1	1.0000	false
3k_dlc04_template_historical_duan_gui_ziyin_fire	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_duan_gui_ziyin_fire	3k_main_hero_generic_fire	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_governor_fire	1	1.0000	false
3k_dlc04_template_historical_emperor_ling_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_ling_earth	3k_main_general_generic_earth	2	2	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_minister_earth	1	1.0000	false
3k_dlc04_template_historical_emperor_ling_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_ling_earth	3k_main_hero_generic_earth	2	2	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_minister_earth	1	1.0000	false
3k_dlc04_template_historical_emperor_shao_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_shao_fire	3k_main_general_generic_fire	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_envoy_fire	1	1.0000	true
3k_dlc04_template_historical_emperor_shao_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_shao_fire	3k_main_hero_generic_fire	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_envoy_fire	1	1.0000	true
3k_dlc04_template_historical_emperor_xian_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_xian_earth	3k_main_general_generic_earth	4	6	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_dlc07_skillset_historical_emperor_xian	1	1.0000	false
3k_dlc04_template_historical_emperor_xian_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_xian_earth	3k_main_hero_generic_earth	4	6	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_dlc07_skillset_historical_emperor_xian	1	1.0000	false
3k_dlc04_template_historical_empress_he_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_empress_he_fire	3k_dlc04_general_fire_empress_he	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_dlc04_skillset_historical_empress_he	1	0.0500	false
3k_dlc04_template_historical_empress_he_fire	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_empress_he_fire	3k_dlc04_hero_fire_empress_he	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_dlc04_skillset_historical_empress_he	1	0.0500	false
3k_dlc04_template_historical_feng_fang_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_feng_fang	3k_main_general_generic_earth	1	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_agent_earth	1	1.0000	true
3k_dlc04_template_historical_feng_fang_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_feng_fang	3k_main_hero_generic_earth	1	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_agent_earth	1	1.0000	true
3k_dlc04_template_historical_fu_xie_nanrong_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_fu_xie_nanrong	3k_main_general_generic_wood	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_generic_general_wood	1	1.0000	true
3k_dlc04_template_historical_fu_xie_nanrong_wood	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_fu_xie_nanrong	3k_main_hero_generic_wood	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_generic_general_wood	1	1.0000	true
3k_dlc04_template_historical_gao_wang_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_gao_wang_water	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_general_water_strategist	1	1.0000	false
3k_dlc04_template_historical_gao_wang_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_gao_wang_water	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_general_water_strategist	1	1.0000	false
3k_dlc04_template_historical_gao_you_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_gao_you	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_villager_water_strategist	1	1.0000	true
3k_dlc04_template_historical_gao_you_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_gao_you	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_villager_water_strategist	1	1.0000	true
3k_dlc04_template_historical_geng_bi_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_geng_bi	3k_main_general_generic_wood	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_generic_agent_wood	1	1.0000	true
3k_dlc04_template_historical_geng_bi_wood	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_geng_bi	3k_main_hero_generic_wood	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_generic_agent_wood	1	1.0000	true
3k_dlc04_template_historical_guo_sheng_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_guo_sheng_metal	3k_main_general_generic_metal	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_minister_metal	1	1.0000	false
3k_dlc04_template_historical_guo_sheng_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_guo_sheng_metal	3k_main_hero_generic_metal	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_minister_metal	1	1.0000	false
3k_dlc04_template_historical_han_kui_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_non_deployable_han_kui_earth	3k_main_general_generic_earth	1	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_envoy_earth	1	1.0000	false
3k_dlc04_template_historical_han_kui_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_non_deployable_han_kui_earth	3k_main_hero_generic_earth	1	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_envoy_earth	1	1.0000	false
3k_dlc04_template_historical_han_zhong_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_han_zhong	3k_ytr_yellow_turban_general_generic_water_healer	0	3	3k_ytr_rank_effect_set_records_base	3k_main_attribute_set_general_water_records	3k_ytr_skillset_romance_generic_soldier_healer	1	1.0000	true
3k_dlc04_template_historical_han_zhong_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_han_zhong	3k_ytr_yellow_turban_hero_generic_water_healer	0	3	3k_ytr_rank_effect_set_romance_base	3k_main_attribute_set_general_water_romance	3k_ytr_skillset_romance_generic_soldier_healer	1	1.0000	true
3k_dlc04_template_historical_he_jin_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_he_jin	3k_dlc04_general_metal_he_jin	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_dlc04_skillset_historical_he_jin	1	0.0050	true
3k_dlc04_template_historical_he_jin_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_he_jin	3k_dlc04_hero_metal_he_jin	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_dlc04_skillset_historical_he_jin	1	0.0500	true
3k_dlc04_template_historical_huang_yan_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_huang_yan	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_dlc04_template_historical_huang_yan_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_huang_yan	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_dlc04_template_historical_jiu_dan_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_jiu_dan	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_dlc04_template_historical_jiu_dan_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_jiu_dan	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_dlc04_template_historical_lady_ding_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_lady_ding	3k_main_general_generic_earth	0	3	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_agent_earth	1	1.0000	true
3k_dlc04_template_historical_lady_ding_earth	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_lady_ding	3k_main_hero_generic_earth	0	3	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_agent_earth	1	1.0000	true
3k_dlc04_template_historical_lady_lu_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_lady_lu	3k_main_general_generic_metal	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_villager_metal	1	1.0000	true
3k_dlc04_template_historical_lady_lu_metal	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_lady_lu	3k_main_hero_generic_metal	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_villager_metal	1	1.0000	true
3k_dlc04_template_historical_lady_mi_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc05_ceo_initial_data_character_historical_lady_mi	3k_main_general_generic_earth	0	3	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_envoy_earth	1	1.0000	true
3k_dlc04_template_historical_lady_mi_earth	romance	3k_romance_death_distribution	3k_dlc05_ceo_initial_data_character_historical_lady_mi	3k_main_hero_generic_earth	0	3	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_envoy_earth	1	1.0000	true
3k_dlc04_template_historical_lady_wang_song_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc04_ceo_initial_data_character_historical_lady_wang_song	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_agent_water_strategist	1	1.0000	true
3k_dlc04_template_historical_lady_wang_song_water	romance	3k_romance_death_distribution	3k_dlc04_ceo_initial_data_character_historical_lady_wang_song	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_agent_water_strategist	1	1.0000	true
