character_generation_template	game_mode	death_distribution_curve	initial_ceos	retinue	min_rank	max_rank	experience_rank_effects	attribute_set	skill_set_override	initial_lives	undercover_character_chance_multiplier	is_deployable
#character_generation_template_game_mode_details_tables;9;db/character_generation_template_game_mode_details_tables/ironic_southern_characters												
3k_main_template_historical_yufuluo_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_yufuluo	3k_main_general_xiongnu_tier_2_earth	0	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_xiongnu_minister_earth	1	1.0000	true
3k_main_template_historical_yufuluo_hero_earth	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_yufuluo	3k_main_hero_xiongnu_tier_2_earth	0	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_xiongnu_minister_earth	1	1.0000	true
3k_main_template_historical_qiulijiu_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_qiulijiu	3k_main_general_wuhuan_tier_2_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_wuhuan_minister_fire	1	1.0000	true
3k_main_template_historical_qiulijiu_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_qiulijiu	3k_main_hero_wuhuan_tier_2_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_wuhuan_minister_fire	1	1.0000	true
3k_main_template_historical_wu_ju_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_wu_ju	ironic_190e_general_wu_ju_earth	0	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_general_earth	1	1.0000	true
3k_main_template_historical_wu_ju_hero_earth	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_wu_ju	ironic_190e_hero_wu_ju_earth	0	1	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_general_earth	1	1.0000	true
3k_main_template_historical_lai_gong_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_lai_gong	ironic_190e_general_lai_gong_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_main_template_historical_lai_gong_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_lai_gong	ironic_190e_hero_lai_gong_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_main_template_historical_zhang_xian_hero_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_zhang_xian	ironic_190e_general_zhang_xian_metal	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_generic_general_metal	1	0.0500	true
3k_main_template_historical_zhang_xian_hero_metal	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_zhang_xian	ironic_190e_hero_zhang_xian_metal	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_generic_general_metal	1	0.0500	true
3k_main_template_historical_liu_pan_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_liu_pan	ironic_190e_general_liu_pan_earth	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_general_earth	1	0.0500	true
3k_main_template_historical_liu_pan_hero_earth	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_liu_pan	ironic_190e_hero_liu_pan_earth	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_general_earth	1	0.0500	true
3k_main_template_historical_chen_wen_hero_water	historical	3k_standard_death_distribution	3k_main_ceo_initial_data_character_historical_chen_wen	3k_main_general_chen_wen_water	0	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_main_template_historical_chen_wen_hero_water	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_chen_wen	3k_main_hero_chen_wen_water	0	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_generic_governor_water_strategist	1	1.0000	true
3k_main_template_historical_zhang_jin_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_zhang_jin	ironic_190e_general_zhang_jin_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_main_template_historical_zhang_jin_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_zhang_jin	ironic_190e_hero_zhang_jin_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_main_template_historical_zhu_hao_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_zhu_hao	3k_main_general_zhu_hao_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_generic_general_fire	1	1.0000	true
3k_main_template_historical_zhu_hao_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_zhu_hao	3k_main_hero_zhu_hao_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_generic_general_fire	1	1.0000	true
ironic_template_historical_tadun_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_tadun	3k_main_general_wuhuan_tier_2_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_wuhuan_minister_fire	1	1.0000	true
ironic_template_historical_tadun_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_tadun	3k_main_hero_wuhuan_tier_2_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_wuhuan_minister_fire	1	1.0000	true
ironic_template_historical_leipan_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_leipan	3k_main_general_wuhuan_tier_1_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_wuhuan_minister_fire	1	1.0000	true
ironic_template_historical_leipan_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_leipan	3k_main_hero_wuhuan_tier_1_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_wuhuan_minister_fire	1	1.0000	true
ironic_template_historical_supuyan_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_supuyan	3k_main_general_wuhuan_tier_1_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_wuhuan_general_fire	1	1.0000	true
ironic_template_historical_supuyan_hero_fire	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_historical_supuyan	3k_main_hero_wuhuan_tier_1_fire	0	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_wuhuan_general_fire	1	1.0000	true
ironic_template_historical_wuyan_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_historical_wuyan	3k_main_general_wuhuan_tier_1_fire	0	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_wuhuan_governor_fire	1	1.0000	true
